0	1992.55795	541.07749
1	1250.47808	502.84454
2	71.53530	6.44883
3	144.97152	19.02829
4	4147.46225	532.71491
5	107455.94142	197117.75000
6	846.02152	182.92585
7	276.66159	29.69948
8	760.55638	171.36382
9	152.60609	32.90013
10	1476.68606	355.59319
11	9220.75502	3547.02719
12	104.33117	20.03818
13	28.03984	2.53454
14	566.25933	167.66168
15	67.32984	11.76100
16	4228.94805	1463.72429
17	20526.83651	22251.49680
18	540.12870	155.67647
19	3409.45859	1519.81248
20	106.01378	9.78906
21	28.44804	3.77931
22	705.82863	214.88125
23	772.35102	235.41929
24	34.09805	1.75073
25	6128.12409	2428.88883
26	1495.64722	212.23305
27	4308.77825	2163.50065
28	394.61666	67.86122
29	186.96338	21.78693
30	105621.23973	202479.50520
31	12554.96226	9596.08413
32	25950.36366	31987.86809
