#MUTATION	MAPK_SIGNALING_PATHWAY	ERBB_SIGNALING_PATHWAY	REGULATION_OF_ACTIN_CYTOSKELETON	PATHWAYS_IN_CANCER	FOCAL_ADHESION	T_CELL_RECEPTOR_SIGNALING_PATHWAY	NEUROTROPHIN_SIGNALING_PATHWAY	CHEMOKINE_SIGNALING_PATHWAY	GNRH_SIGNALING_PATHWAY	OOCYTE_MEIOSIS	RENAL_CELL_CARCINOMA	FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	ENDOMETRIAL_CANCER	AXON_GUIDANCE	INSULIN_SIGNALING_PATHWAY	NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	FC_EPSILON_RI_SIGNALING_PATHWAY	LONG_TERM_POTENTIATION	B_CELL_RECEPTOR_SIGNALING_PATHWAY	TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	ADHERENS_JUNCTION	GLIOMA	CELL_CYCLE	PROSTATE_CANCER	PROGESTERONE_MEDIATED_OOCYTE_MATURATION	WNT_SIGNALING_PATHWAY	BLADDER_CANCER	VEGF_SIGNALING_PATHWAY	CHRONIC_MYELOID_LEUKEMIA	CALCIUM_SIGNALING_PATHWAY	MELANOMA	NON_SMALL_CELL_LUNG_CANCER	TIGHT_JUNCTION	VASCULAR_SMOOTH_MUSCLE_CONTRACTION	JAK_STAT_SIGNALING_PATHWAY	PANCREATIC_CANCER	ENDOCYTOSIS	APOPTOSIS	COLORECTAL_CANCER	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	ACUTE_MYELOID_LEUKEMIA	GAP_JUNCTION	INOSITOL_PHOSPHATE_METABOLISM	MELANOGENESIS	PATHOGENIC_ESCHERICHIA_COLI_INFECTION	MTOR_SIGNALING_PATHWAY	SMALL_CELL_LUNG_CANCER	THYROID_CANCER	AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	ADIPOCYTOKINE_SIGNALING_PATHWAY	ALZHEIMERS_DISEASE	EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	SPLICEOSOME	RIBOSOME	LONG_TERM_DEPRESSION	LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	LEISHMANIA_INFECTION	P53_SIGNALING_PATHWAY	UBIQUITIN_MEDIATED_PROTEOLYSIS	PURINE_METABOLISM	CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	PYRIMIDINE_METABOLISM	FRUCTOSE_AND_MANNOSE_METABOLISM	PRION_DISEASES	TGF_BETA_SIGNALING_PATHWAY	PRIMARY_IMMUNODEFICIENCY	GLYCOLYSIS_GLUCONEOGENESIS	CYTOSOLIC_DNA_SENSING_PATHWAY	OLFACTORY_TRANSDUCTION	RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	HEMATOPOIETIC_CELL_LINEAGE	NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	RIBOFLAVIN_METABOLISM	REGULATION_OF_AUTOPHAGY	CELL_ADHESION_MOLECULES_CAMS	PARKINSONS_DISEASE	DORSO_VENTRAL_AXIS_FORMATION	HUNTINGTONS_DISEASE	NICOTINATE_AND_NICOTINAMIDE_METABOLISM
0.234771	0.001940	-1.992263	-0.960978	-1.766527	-2.600664	-2.243383	0.043807	-1.803941	0.327390	-0.004747	-1.628900	-0.236752	-1.962898	-1.795727	-0.516525	-0.720249	0.000353	-0.753037	-0.207812	-0.597692	-0.632842	-1.544225	-0.747690	-2.062253	-1.163696	-1.438946	-0.860131	-0.226182	-0.885194	-0.601559	-1.072881	-1.389694	0.033103	-1.110824	-0.105429	-1.363628	-0.049985	-0.202375	-1.167062	0.043875	-0.845973	-0.055578	-0.003289	-1.138447	-0.053195	-0.163254	-0.423709	-0.081047	-0.198020	-0.014509	-0.153564	-0.100458	-0.530522	0.000039	-0.253590	-0.013569	-0.011415	-0.165555	0.813724	0.481393	-0.001130	0.521045	-0.036944	-0.002357	-0.025337	-0.253743	0.000174	0.002937	0.004038	0.703376	-0.515077	0.012976	-0.010215	-0.009689	-0.000588	0.000734	-0.002192	-0.000016	0.581318
0.337062	0.924161	1.249952	0.824402	1.265205	1.556002	1.339779	1.125405	1.607034	0.001154	-0.015514	1.440473	1.276041	1.568628	1.080247	1.248755	0.047471	1.450813	0.015671	1.418527	1.578565	0.474719	1.749603	0.087097	1.672523	1.588217	1.324690	0.339308	1.717424	1.591013	-0.000355	1.717452	1.746940	1.580885	1.191855	1.599594	1.807094	-0.003314	1.752056	1.863474	0.031570	1.923777	-0.017250	-0.002507	0.008191	1.322213	1.638342	1.859147	0.007802	-0.002545	1.813357	-0.064577	0.002994	0.000003	-0.000068	0.187169	1.318409	0.001091	0.000423	-0.003948	0.001876	0.265490	-0.000099	1.028603	0.001860	1.366712	0.047554	-0.001173	0.485940	0.008408	0.061692	-0.000008	0.034990	0.878979	-0.026224	0.004838	0.000209	0.420198	0.000012	-0.002325
0.404527	0.211304	1.338042	0.971130	0.911145	1.406395	0.881688	0.027456	0.658668	0.028426	-2.065650	1.549953	0.716231	1.310959	0.856143	0.181672	0.332392	0.036475	-0.235905	0.091471	0.017087	0.936544	0.098047	-0.964421	1.365946	0.000545	-0.077024	1.262156	-0.025614	0.056831	0.752081	0.547003	1.551188	0.074638	0.005744	0.052689	1.602017	0.451125	0.004335	0.100539	0.284821	0.131220	0.366048	0.066965	-0.913964	-0.000282	0.516513	0.007810	0.075454	-0.001293	0.009536	-0.073421	1.047600	-0.119583	0.000036	0.042189	-0.010215	0.275111	-0.142742	-0.662825	-0.009697	0.179110	-0.000229	0.004013	-0.002039	-0.020079	-0.000341	-0.003518	0.641620	-0.143170	0.033959	0.000006	1.072648	0.002024	-0.001780	-0.000221	0.090062	0.084618	-0.280146	-0.000721
0.396943	0.103477	0.890052	0.707494	1.025583	0.846338	0.453833	0.656400	0.980549	0.495816	0.066639	0.800897	0.216435	1.438486	0.125173	1.186682	1.212921	0.107821	1.397262	0.812465	0.004277	-0.000590	1.056126	1.093097	1.431540	0.954687	0.669086	1.141938	0.384105	1.131320	0.010990	1.093530	1.036589	-0.253903	1.230574	-0.166432	1.184914	-0.020394	0.004171	1.822098	0.004778	1.368556	0.502350	0.159465	1.466676	-0.000087	0.506111	-0.127233	0.768797	0.000168	-0.491434	1.319314	0.010341	0.000010	-0.000027	1.783118	-0.000513	0.007729	-0.009581	-0.350045	-0.011717	0.000025	-0.001136	0.025951	0.002129	-0.002809	-0.000320	0.000258	-0.027892	-0.001111	-0.022443	-0.000004	-0.024440	0.030321	0.002623	0.000351	-0.000069	0.030128	-0.000011	-0.004473
2.474507	1.965077	0.624020	2.079042	0.311386	1.742629	1.798208	0.720578	0.258436	1.068825	1.996675	0.000928	1.938003	0.081203	3.169307	1.248668	0.941138	1.588974	0.647089	1.614799	2.012319	2.700786	-0.006258	0.288791	0.002772	0.244589	0.362943	0.100950	0.363035	0.007491	1.504923	-0.004820	-0.015532	0.115258	0.196908	0.126430	0.007947	1.288837	0.545316	0.008954	4.002209	-0.003945	0.491892	4.379315	-0.005818	0.033148	3.126206	0.005241	0.011731	1.204030	0.102309	0.042023	0.980670	-0.000001	-0.000176	-0.000944	0.000230	0.234167	0.000213	-0.003395	0.783685	-0.000027	0.582671	0.702197	0.310688	-0.001648	0.045843	-0.006098	0.017631	-0.006616	1.023830	-0.000002	0.003686	0.061714	4.438945	-0.000558	0.042110	0.044531	-0.000019	0.857810
0.459890	1.343047	0.889579	0.847473	0.749997	0.495140	0.923693	0.890384	0.600491	1.552029	0.883373	0.988169	0.774445	0.894258	-0.006748	0.964891	1.068391	1.561557	1.063021	1.066338	1.463263	0.000753	1.099681	0.003500	0.998939	0.905321	0.063226	0.991592	1.139295	1.013371	0.233477	1.050477	1.083724	0.015623	1.086331	-0.019893	0.758391	0.101308	0.050671	0.696414	0.411080	1.220448	1.103623	0.006759	1.114464	-0.000025	0.212147	0.000852	1.070677	0.989328	0.030668	-0.000714	0.603215	0.000013	-0.000015	1.252420	-0.000213	0.001077	-0.020092	-0.000409	0.001008	0.065938	0.000071	0.402230	1.234713	0.303454	-0.000026	0.000399	0.023844	0.006205	0.003024	-0.000010	0.413611	0.025062	-0.002162	0.112964	0.087421	1.070062	0.000007	0.002436
0.021069	-0.119029	-0.338084	0.253938	-0.001273	-0.008995	0.000550	0.597066	0.469526	0.000221	2.001647	0.141100	0.000142	-0.180512	-0.005738	1.136258	-0.028125	-0.008807	-0.007609	-0.076982	0.006405	-0.001535	-0.003484	2.260084	0.045911	2.067602	0.040145	0.010099	-0.272715	0.101914	-0.377794	-0.026293	-0.041381	-0.001357	1.067046	0.000321	-0.067783	0.001207	-0.187293	0.002511	0.432333	-0.002185	1.428108	0.004216	0.004333	0.000058	-0.001593	0.293645	0.000249	0.002535	1.454365	-0.001456	0.006561	-0.000017	-0.000291	-0.005955	0.358219	0.020309	2.171736	-0.001459	0.000665	0.000004	0.023134	1.388609	0.003797	0.002113	0.000550	2.761827	0.184236	0.009418	0.284624	0.000012	0.491000	0.621725	0.000361	0.000424	-0.000036	0.001602	-0.111347	0.092511
0.236906	0.786106	0.854272	0.628667	0.349667	0.094223	0.001818	0.628068	-0.016103	1.228733	1.019643	0.001005	0.015859	-0.015352	0.024318	-0.026357	0.023045	-0.653366	1.077234	-0.781693	-0.476634	0.004932	1.242203	0.389118	0.524473	0.003158	0.919090	0.360332	-1.232616	-0.008598	1.136466	0.097413	0.019937	-0.391028	0.062522	-0.009800	0.008862	0.454768	-0.105208	-0.037895	0.079185	-0.014250	0.740085	0.014039	1.339862	0.000117	-0.102814	0.292388	0.004901	-0.005438	0.004916	-0.013763	0.499755	-0.000002	-0.000068	-0.000299	0.000575	0.003391	0.620149	-0.013383	0.000982	0.073267	-0.002922	-0.000422	-0.000472	-0.001193	0.995511	-0.029959	0.765608	1.641103	-0.003190	-0.000010	0.077779	0.015336	0.007864	0.089849	-0.000036	0.879204	0.000009	0.000079
0.861689	2.046014	1.083490	-0.131277	-0.694605	0.013659	1.589045	1.068722	0.006667	1.453379	1.675645	-0.000100	0.005939	-0.572978	1.578316	-0.035324	1.685384	0.003370	1.911340	1.676024	1.103171	1.006743	1.035387	0.010714	-0.621151	-0.004914	1.987399	-0.149057	2.058797	-0.027222	1.945942	-0.000920	-0.086926	0.968025	-0.007145	-0.007580	-0.110853	0.961170	1.929212	-0.002970	0.001324	0.006464	0.061284	-0.005401	1.178827	0.000004	0.003154	0.006185	0.000760	1.883333	0.010473	1.868932	0.953964	-0.000017	-0.016519	0.004221	0.000121	0.681467	-0.000040	-0.008161	-0.000287	0.000021	0.000123	0.000728	0.000548	0.000702	-0.000807	0.000472	0.065532	1.243270	1.583203	0.000006	0.585121	-0.013221	0.000116	-0.000734	0.002722	-0.010648	-0.000003	0.001111
0.030505	0.000062	0.007562	-0.007832	-0.292536	0.010796	0.000031	-0.075505	-0.003126	0.267824	0.021461	0.000906	-0.017056	-0.365030	-0.014751	0.023072	0.004527	-0.014431	-0.032247	-0.107209	0.003038	-0.000631	-0.010486	0.767635	-0.192367	0.000678	-0.008250	-0.008722	0.006686	0.008753	-0.030549	-0.011680	-0.057783	-0.004509	0.003300	-0.002418	-0.073176	-0.073443	0.004785	0.000597	-0.001644	-0.000792	-0.005836	-0.004747	-0.006987	-0.000027	0.090434	0.000320	-0.003795	-0.002597	0.002353	0.000104	0.070322	-0.000014	-0.004823	-0.003696	0.000374	-0.004464	0.893819	-0.008560	0.294739	0.000047	0.253553	-0.000193	-0.003696	0.000494	0.042805	0.000879	0.001526	0.006027	0.000864	0.000011	-0.003274	0.019548	0.008110	0.000568	0.000001	0.012942	-0.000011	0.371845
