#MUTATION	MAPK_SIGNALING_PATHWAY	ERBB_SIGNALING_PATHWAY	REGULATION_OF_ACTIN_CYTOSKELETON	PATHWAYS_IN_CANCER	FOCAL_ADHESION	T_CELL_RECEPTOR_SIGNALING_PATHWAY	NEUROTROPHIN_SIGNALING_PATHWAY	CHEMOKINE_SIGNALING_PATHWAY	GNRH_SIGNALING_PATHWAY	OOCYTE_MEIOSIS	RENAL_CELL_CARCINOMA	FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	ENDOMETRIAL_CANCER	AXON_GUIDANCE	INSULIN_SIGNALING_PATHWAY	NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	FC_EPSILON_RI_SIGNALING_PATHWAY	LONG_TERM_POTENTIATION	B_CELL_RECEPTOR_SIGNALING_PATHWAY	TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	ADHERENS_JUNCTION	GLIOMA	CELL_CYCLE	PROSTATE_CANCER	PROGESTERONE_MEDIATED_OOCYTE_MATURATION	WNT_SIGNALING_PATHWAY	BLADDER_CANCER	VEGF_SIGNALING_PATHWAY	CHRONIC_MYELOID_LEUKEMIA	CALCIUM_SIGNALING_PATHWAY	MELANOMA	NON_SMALL_CELL_LUNG_CANCER	TIGHT_JUNCTION	VASCULAR_SMOOTH_MUSCLE_CONTRACTION	JAK_STAT_SIGNALING_PATHWAY	PANCREATIC_CANCER	ENDOCYTOSIS	APOPTOSIS	COLORECTAL_CANCER	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	ACUTE_MYELOID_LEUKEMIA	GAP_JUNCTION	INOSITOL_PHOSPHATE_METABOLISM	MELANOGENESIS	PATHOGENIC_ESCHERICHIA_COLI_INFECTION	MTOR_SIGNALING_PATHWAY	SMALL_CELL_LUNG_CANCER	THYROID_CANCER	AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	ADIPOCYTOKINE_SIGNALING_PATHWAY	ALZHEIMERS_DISEASE	EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	SPLICEOSOME	RIBOSOME	LONG_TERM_DEPRESSION	LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	LEISHMANIA_INFECTION	P53_SIGNALING_PATHWAY	UBIQUITIN_MEDIATED_PROTEOLYSIS	PURINE_METABOLISM	CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	PYRIMIDINE_METABOLISM	FRUCTOSE_AND_MANNOSE_METABOLISM	PRION_DISEASES	TGF_BETA_SIGNALING_PATHWAY	PRIMARY_IMMUNODEFICIENCY	GLYCOLYSIS_GLUCONEOGENESIS	CYTOSOLIC_DNA_SENSING_PATHWAY	OLFACTORY_TRANSDUCTION	RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	HEMATOPOIETIC_CELL_LINEAGE	NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	RIBOFLAVIN_METABOLISM	REGULATION_OF_AUTOPHAGY	CELL_ADHESION_MOLECULES_CAMS	PARKINSONS_DISEASE	DORSO_VENTRAL_AXIS_FORMATION	HUNTINGTONS_DISEASE	NICOTINATE_AND_NICOTINAMIDE_METABOLISM
0.186995	-0.786473	0.182849	-0.010083	0.185559	-0.038663	-0.286441	0.003666	0.002314	0.001187	-0.015289	0.000803	-0.001457	0.433403	-0.253236	0.537763	-0.169649	0.110903	0.008410	-0.002110	-0.048206	-0.974071	-0.001300	0.784802	0.449217	-0.006419	-0.006005	0.011187	-0.466033	0.035040	-0.629554	-0.000344	-0.050706	-0.181732	0.114136	-0.000004	-0.000185	-0.389833	-0.325893	1.016514	0.009282	0.038008	0.009438	-0.008592	0.874871	-0.001950	-0.098836	-0.008871	-0.000290	-0.464877	-0.009134	0.180171	0.307490	0.004036	0.000006	0.214495	-0.002678	-0.000928	-0.003655	-0.109664	-0.000063	-0.000010	0.000125	0.001983	-0.000850	-0.001482	-0.000843	0.000005	-0.009698	-0.021733	-0.508342	-0.000003	-0.006432	0.017781	-0.011942	-0.000301	0.152813	-0.009920	0.000003	-0.000005
0.269697	0.352005	-0.407532	-0.015451	-0.109411	-0.416957	-0.329511	0.492817	-0.000007	0.408952	0.002067	0.004816	-0.429532	-0.003314	-0.207801	-0.009306	0.170261	-0.546244	0.176553	-0.013983	-1.078147	-0.284114	0.001731	-0.451883	-0.132026	-0.012591	-0.049619	0.001781	0.000349	0.032745	-0.070199	-0.003289	-0.000814	-0.024313	0.037099	-0.736952	-0.000228	-0.232745	0.132954	-0.000034	-0.671840	0.029785	0.010616	-0.546904	-0.084409	-0.001386	-0.003671	-0.191984	0.062138	0.000279	-0.205534	0.196540	-0.372601	-1.113915	-0.308913	0.141513	-0.376435	0.000221	0.000804	0.648961	0.000008	0.000000	-0.000053	-0.778834	-0.114628	-0.002237	-0.000835	0.000006	-0.003617	-0.024216	0.696377	-0.407208	0.000153	-0.383584	-0.077915	-0.189107	0.000138	-0.011752	0.000004	-0.000004
0.291671	0.553542	0.814620	0.502675	-1.276632	0.696291	0.555666	0.004176	0.391558	0.000436	-0.332746	0.844251	0.359334	-1.036796	0.560292	0.001422	0.292035	-0.006198	-0.030528	-0.010194	0.011950	0.228161	-0.161587	0.002858	-0.869880	-0.087521	-0.052180	-0.693505	0.390330	-0.005319	0.010217	-0.186556	-0.496789	0.943423	-0.008703	-0.000231	-0.483786	0.527959	0.002258	-0.032076	0.012746	-0.001986	0.024600	0.000120	-0.022238	-0.000143	0.000650	0.000256	0.000009	-0.112427	-0.002387	-0.004056	0.887945	-0.005157	-0.000024	-0.007428	-0.003119	0.001761	-0.004004	0.001958	0.909205	-0.000015	0.971468	-0.003471	-0.003030	0.001178	-0.005322	-0.000092	0.089283	0.001039	0.541529	-0.000016	0.545794	0.003886	0.007341	-0.000935	-0.000002	-0.002077	-0.000007	1.000356
0.374381	-0.204370	0.007972	-0.003768	0.015204	0.009507	-0.003509	-0.311069	-0.753275	-0.680268	-1.520182	0.001435	-0.006224	0.283994	-0.000422	-0.292598	-0.338463	-0.013959	-1.526555	-0.175449	-0.002309	0.608981	-0.819429	-0.679228	0.227950	-1.295740	-0.584010	0.469190	-0.828937	-0.948718	-0.007208	-0.437538	0.577628	-0.002919	-0.957417	0.054072	0.659035	-0.000054	-0.215079	-0.856323	0.178503	-0.603298	0.000770	0.019757	-0.730467	-0.000315	-0.162686	-0.000304	-0.505928	-0.000972	-0.002069	-0.036897	-0.008870	-0.557161	-0.000001	-0.341346	0.000152	0.413924	-0.011760	-0.451983	0.000022	0.000023	0.000050	0.299701	-0.034928	0.000046	-0.000766	-0.000089	0.067971	-0.010049	0.039037	-0.000015	1.115764	0.008944	-0.002360	0.000603	0.001378	-0.000092	-0.000091	0.000009
0.229015	0.012925	-0.480716	0.006942	-0.000634	0.140492	-0.006671	0.548151	0.479054	-0.277319	1.657616	0.011637	0.003686	-0.008359	-0.001825	1.118929	-0.000100	-0.027562	-0.003878	-0.001790	-0.009230	-0.007872	-0.002196	1.571680	0.002270	1.419639	-0.000862	0.000186	-0.093188	0.031927	-0.046330	0.002374	-0.001595	-0.000973	0.574672	0.261005	0.000031	-0.004576	-0.000927	-0.000075	0.644907	0.001735	0.246193	0.546379	-0.006922	0.000608	0.002468	-0.000692	0.000196	-0.005068	1.802980	0.001447	0.007236	-0.504607	0.000001	-0.002820	0.949392	0.000865	1.195141	-0.001690	0.193338	-0.000016	0.250305	0.788114	0.001261	-0.000562	-0.000071	2.383410	0.300225	-0.009474	0.773397	-0.000016	0.233372	0.144877	0.000121	0.001105	0.000115	-0.000986	-0.050102	0.466621
0.377248	0.001080	0.043089	0.535429	0.343502	0.217887	0.492926	-0.635345	-0.000049	-0.001474	-0.018852	0.019486	0.593558	0.073227	0.169291	0.045004	0.046175	0.002838	0.036324	-0.000821	-0.128591	0.666143	0.125463	-0.124149	0.017064	-0.004615	0.598976	0.307105	-0.003059	0.008357	-0.010011	0.234355	0.120864	-0.044324	0.580569	-0.000103	0.078100	0.726707	0.003831	-0.000077	0.000133	0.000579	0.020267	-0.008048	-0.012472	0.150080	-0.279279	0.000092	0.610581	-0.009980	-0.016719	-0.002117	0.355640	0.004943	-0.000014	0.227461	0.178841	-0.002003	0.001394	-0.003844	-0.000089	0.045551	0.000048	0.770579	-0.002193	0.150558	0.999808	-0.000035	0.184858	0.007353	-0.004321	0.000004	-0.000147	0.329394	-0.000213	1.086535	0.012265	0.305867	0.000014	-0.000059
1.287319	1.369480	1.944240	1.412030	1.858902	1.637631	0.811647	1.071358	1.352124	1.334083	0.889919	1.657925	1.067374	2.244448	0.547116	1.649031	1.879956	0.965432	1.910464	1.581204	-0.009608	0.920772	2.143904	0.774606	2.277212	1.953212	0.007374	2.514439	1.387792	1.949825	2.015364	2.274507	2.675288	0.982643	1.703792	0.000125	2.781086	1.521377	0.207557	2.092766	1.732437	2.326163	1.714527	1.504105	1.092527	-0.003012	2.611063	-0.000723	1.546576	0.025103	-0.000938	0.006207	0.928726	0.006509	-0.002376	2.357584	-0.000196	0.000072	-0.000709	-0.001204	0.000023	0.403281	-0.001083	1.075665	1.090487	-0.001551	0.000900	-0.000056	0.353569	-0.005721	0.005389	-0.000012	-0.000252	-0.012260	1.966927	0.001189	0.309279	1.936453	0.000002	-0.000013
1.976579	4.359996	3.395657	3.208708	1.918919	3.770037	4.774442	2.870415	2.570578	3.470118	3.738584	2.362130	3.077111	2.374162	5.157083	2.846820	4.355872	3.658086	4.357535	5.037874	4.106766	3.337269	1.218600	1.491374	2.755802	1.604075	4.550221	1.528779	4.999001	0.949329	4.069263	1.020864	1.847783	0.000647	2.938968	1.269627	1.341781	0.099914	4.162062	1.627482	2.286527	1.695086	2.369988	2.569715	2.787239	0.005305	0.053681	-0.000691	0.882390	4.592038	-0.000466	4.037545	2.685505	0.006505	0.000013	2.016464	0.001340	2.134502	0.031992	0.004491	0.000119	-0.000001	0.000050	0.040355	1.231276	0.006273	0.000478	-0.000009	0.028952	-0.021795	0.394664	0.000006	0.141455	0.020557	0.033557	0.001420	0.082745	0.002229	-0.000013	-0.000006
0.377628	0.402223	-0.626195	0.820174	-0.173185	0.833530	-0.020579	-0.040310	0.917818	-0.302879	0.011931	-0.003057	-0.384092	-0.124508	1.074786	-0.039727	-0.001599	-0.128466	0.002460	-0.001335	0.900105	-0.002587	-0.015067	0.616194	-0.007931	0.683331	1.067718	-0.034681	-0.002580	-0.009053	-0.383057	-0.000903	-0.003518	0.000221	1.125120	-0.000006	-0.002453	-0.263421	0.415707	0.000017	-0.326505	0.048042	-0.000890	-0.020447	-0.010125	1.234612	0.000708	0.000614	-0.066970	0.153820	-0.014762	0.000522	-0.002269	-0.001807	-0.000015	0.006969	1.269015	0.000290	-0.001425	-0.000904	0.018744	0.000012	0.017746	0.713642	-0.001128	1.443688	-0.001682	-0.000048	0.952328	-0.054781	0.982545	0.000006	0.040108	0.805497	0.000532	-0.000026	0.000136	0.014055	0.000016	0.001715
0.282130	1.058257	-0.377769	-0.335714	-0.202031	-0.367329	-0.000101	0.000747	0.035935	1.204376	-0.004760	0.000229	0.156085	-0.021776	-0.003067	0.009140	0.000433	1.319523	-0.039653	0.014441	1.274051	-0.003913	-0.021087	-0.058612	-0.001993	-0.033107	0.001354	-0.022559	0.000218	-0.009206	-0.005409	-0.005438	-0.001114	0.000793	-0.000322	0.004915	0.000007	-0.000980	-0.007055	-0.004863	1.047094	0.001263	-0.004225	0.928628	-0.012050	-0.000071	-0.005443	0.000304	-0.000010	1.288055	-0.006936	0.000443	0.002145	0.000207	0.000005	0.004843	0.000817	0.002343	-0.001792	0.002905	-0.000004	-0.000004	-0.000036	0.004876	-0.001671	-0.000997	0.001144	-0.000010	-0.002341	-0.001355	0.003921	-0.000006	0.080069	0.003647	0.001160	-0.003244	-0.000044	-0.000409	0.000002	-0.000024
