#MUTATION	MAPK_SIGNALING_PATHWAY	ERBB_SIGNALING_PATHWAY	REGULATION_OF_ACTIN_CYTOSKELETON	PATHWAYS_IN_CANCER	FOCAL_ADHESION	T_CELL_RECEPTOR_SIGNALING_PATHWAY	NEUROTROPHIN_SIGNALING_PATHWAY	CHEMOKINE_SIGNALING_PATHWAY	GNRH_SIGNALING_PATHWAY	OOCYTE_MEIOSIS	RENAL_CELL_CARCINOMA	FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	ENDOMETRIAL_CANCER	AXON_GUIDANCE	INSULIN_SIGNALING_PATHWAY	NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	FC_EPSILON_RI_SIGNALING_PATHWAY	LONG_TERM_POTENTIATION	B_CELL_RECEPTOR_SIGNALING_PATHWAY	TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	ADHERENS_JUNCTION	GLIOMA	CELL_CYCLE	PROSTATE_CANCER	PROGESTERONE_MEDIATED_OOCYTE_MATURATION	WNT_SIGNALING_PATHWAY	BLADDER_CANCER	VEGF_SIGNALING_PATHWAY	CHRONIC_MYELOID_LEUKEMIA	CALCIUM_SIGNALING_PATHWAY	MELANOMA	NON_SMALL_CELL_LUNG_CANCER	TIGHT_JUNCTION	VASCULAR_SMOOTH_MUSCLE_CONTRACTION	JAK_STAT_SIGNALING_PATHWAY	PANCREATIC_CANCER	ENDOCYTOSIS	APOPTOSIS	COLORECTAL_CANCER	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	ACUTE_MYELOID_LEUKEMIA	GAP_JUNCTION	INOSITOL_PHOSPHATE_METABOLISM	MELANOGENESIS	PATHOGENIC_ESCHERICHIA_COLI_INFECTION	MTOR_SIGNALING_PATHWAY	SMALL_CELL_LUNG_CANCER	THYROID_CANCER	AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	ADIPOCYTOKINE_SIGNALING_PATHWAY	ALZHEIMERS_DISEASE	EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	SPLICEOSOME	RIBOSOME	LONG_TERM_DEPRESSION	LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	LEISHMANIA_INFECTION	P53_SIGNALING_PATHWAY	UBIQUITIN_MEDIATED_PROTEOLYSIS	PURINE_METABOLISM	CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	PYRIMIDINE_METABOLISM	FRUCTOSE_AND_MANNOSE_METABOLISM	PRION_DISEASES	TGF_BETA_SIGNALING_PATHWAY	PRIMARY_IMMUNODEFICIENCY	GLYCOLYSIS_GLUCONEOGENESIS	CYTOSOLIC_DNA_SENSING_PATHWAY	OLFACTORY_TRANSDUCTION	RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	HEMATOPOIETIC_CELL_LINEAGE	NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	RIBOFLAVIN_METABOLISM	REGULATION_OF_AUTOPHAGY	CELL_ADHESION_MOLECULES_CAMS	PARKINSONS_DISEASE	DORSO_VENTRAL_AXIS_FORMATION	HUNTINGTONS_DISEASE	NICOTINATE_AND_NICOTINAMIDE_METABOLISM
0.080089	0.152855	0.347873	0.397240	0.376625	0.040295	-0.108799	0.328052	0.183987	0.316319	-0.801325	0.565111	0.011020	0.443336	-0.628211	0.450342	0.388881	0.009808	0.417413	-0.107012	-0.112590	-0.278793	0.605042	-0.038434	0.495610	0.539612	-0.325656	0.554219	-0.017986	0.614737	-0.493278	0.583568	0.587768	-0.002184	0.543009	-0.000460	0.625588	-0.098102	-0.064890	0.561850	-0.870148	0.702090	0.146103	-0.801608	0.232520	-0.056839	0.177886	0.000311	0.119506	-0.120095	0.002322	-0.082673	-0.167316	-0.000005	0.000007	0.721228	-0.000542	0.000059	-0.000951	0.568712	0.000329	0.000460	-0.000864	0.003349	-0.000024	-0.000572	-0.000034	0.000003	0.000351	-0.000383	0.525938	-0.000041	-0.007371	-0.002434	-0.002733	0.000224	-0.000008	-0.001714	-0.000000	-0.001099
0.293333	-0.011130	-0.010708	-0.230161	-0.034686	-0.018785	-0.229355	0.139244	0.317976	0.027164	-0.002422	-0.202257	0.003194	0.000674	-0.083786	0.287122	-0.830083	0.111230	-0.451069	0.056550	-0.003291	-0.403444	-0.234223	0.316597	-0.003234	-0.003373	0.003119	-0.409992	-0.445726	-0.029252	-0.230072	-0.135059	-0.295175	0.002322	-0.030795	0.000409	-0.291766	-0.000056	-0.128575	0.388848	0.001026	-0.024256	0.000772	-0.039547	0.438013	0.000378	-0.002998	0.000095	-0.003020	-0.423285	-0.001429	0.322579	0.498768	0.000005	-0.000006	-0.008491	-0.000706	0.001245	0.000185	-0.012917	-0.000055	-0.001363	-0.002312	-0.000371	-0.000141	0.000662	-0.000631	0.000008	-0.004725	-0.000506	-0.094893	-0.000012	0.069868	-0.000889	0.000265	-0.000370	0.094142	0.000395	-0.000004	-0.001497
0.303293	0.006175	0.122883	0.290572	0.237989	0.300535	0.014278	-0.000693	-1.227764	-0.036005	-1.581391	0.020019	0.005486	0.563381	0.001086	-0.620435	-0.355018	-0.187125	-1.868353	-0.166827	0.074803	0.463982	-0.703327	-0.630298	0.554788	-0.878677	-0.336875	0.718972	-0.820237	-0.762155	0.388320	0.006046	0.852619	-0.001202	-1.119961	0.000929	0.986180	0.000567	-0.115355	-0.865195	-0.005318	-0.277498	0.037725	0.000773	-1.324504	-0.000231	-0.000189	0.000213	-0.483826	0.000080	-0.001747	-0.069421	0.000744	-0.000021	-0.000005	-0.650093	-0.002477	0.456398	-0.000939	-0.000470	-0.000805	0.011768	0.001957	0.094929	0.000163	0.000983	-0.000230	-0.000023	0.288877	-0.014770	0.390897	0.000008	0.955248	-0.001266	-0.002482	-0.000465	0.000010	0.011823	0.000013	0.000118
0.435475	0.472535	0.052451	-0.186766	-0.800575	-0.001840	0.076241	0.010495	-0.005451	0.195309	0.162988	-0.000329	-0.130954	-0.657465	-0.003531	-0.041222	-0.024923	-0.000704	-0.001910	-0.002903	0.105748	0.402811	-0.000784	0.570436	-0.661864	0.003835	0.294759	-0.234330	0.065308	-0.006139	-0.007287	-0.023007	-0.238097	0.758872	-0.010306	0.000301	-0.212256	0.474985	-0.001672	-0.007255	-0.001824	-0.004556	0.276928	0.002261	0.002253	-0.001124	-0.002250	-0.000860	-0.001161	0.000876	0.475096	-0.002391	0.143514	0.000012	0.000007	-0.001256	-0.001843	0.196342	-0.000649	-0.002119	0.927267	-0.001218	0.955847	0.005896	-0.000205	0.001051	-0.000181	-0.000023	-0.009830	-0.000742	0.308437	0.000013	0.646708	0.002350	-0.002061	-0.000775	0.000008	-0.000837	0.000015	1.040199
0.347597	0.291618	-0.665465	0.620848	-0.199111	0.643134	-0.507247	-0.248929	0.822951	-0.400944	0.064614	-0.045107	-0.202148	-0.045025	0.713016	-0.017300	-0.096685	-0.006786	-0.173310	-0.067078	0.087053	0.311328	-0.334592	0.552689	-0.009557	0.698444	0.839228	-0.043911	0.221151	-0.016497	-0.332747	-0.036828	-0.006976	0.000811	0.932612	0.000214	-0.018380	-0.003881	0.030136	0.003408	-0.491891	-0.005643	-0.001952	-0.393114	-0.105065	1.193222	-0.303143	-0.000386	0.000605	0.000722	0.168327	0.001023	-0.000336	0.000013	0.000001	-0.000338	1.272294	-0.007671	-0.000600	-0.004077	0.000142	0.000067	0.003086	1.079550	0.000121	1.374268	0.000218	-0.008703	0.855336	-0.000394	0.331085	0.000008	0.024308	1.214368	-0.007732	-0.000075	0.000013	-0.000455	-0.000032	0.001232
0.219301	-0.063479	-0.323450	0.369670	-0.000829	0.090106	-0.000588	0.645856	0.415501	-0.041706	1.461670	0.409492	0.006576	0.000195	0.004824	0.617681	0.196740	0.001729	0.002744	-0.000011	0.000892	-0.058529	-0.003273	1.218815	0.002007	0.917596	0.030132	-0.006858	-0.119784	0.054054	0.000968	-0.002856	-0.009005	-0.000639	0.352677	0.526447	-0.002909	-0.003163	-0.001611	0.001001	0.409306	-0.007063	0.557176	0.093224	0.000275	-0.000220	0.001338	-0.000172	0.001746	0.005627	1.622975	0.000753	0.000992	0.000010	0.000012	-0.006568	0.868516	-0.002704	0.688865	0.000392	-0.002777	-0.000451	-0.001830	0.894234	-0.000108	-0.001372	0.000930	2.275500	0.540156	-0.000544	0.801818	0.000004	0.158538	0.259786	-0.009073	-0.000145	-0.000012	-0.000907	-0.002781	-0.001581
0.321463	0.187946	1.149917	0.290171	0.225801	0.182202	0.344161	1.227844	-0.196823	1.773041	1.252326	-0.002489	0.375826	0.105180	0.006899	0.036237	-0.007549	-0.002492	1.640179	0.000822	-0.072877	0.389851	1.627988	-0.004366	0.048140	-0.064418	1.438827	0.220461	-0.000041	-0.011587	1.673241	0.342225	0.152831	-0.000494	0.006526	-0.000775	0.107361	0.424025	-0.002428	-0.009537	-0.021747	-0.002333	0.499663	-0.179425	1.745542	-0.000250	-0.010625	0.000402	0.002739	0.000920	0.103747	-0.002383	0.440298	0.000003	0.000010	-0.000866	-0.001919	-0.003294	-0.000420	-0.002817	-0.002084	0.250041	-0.002347	0.005897	0.000017	-0.002069	0.418787	-0.000010	0.012810	2.105132	-0.011296	0.000010	-0.008541	0.001490	0.000974	0.469473	0.000009	0.481355	0.000000	-0.001670
1.100296	1.234515	1.222439	0.890857	1.133183	1.248396	0.757274	0.486488	1.115503	0.590193	0.854266	1.116074	0.875471	1.303863	0.623536	1.093750	1.096825	0.863438	0.740103	1.271890	0.312119	0.746209	1.145982	0.934462	1.571510	1.477637	0.022650	1.456098	1.043832	1.141360	0.949074	1.515743	1.602849	0.132322	1.144974	0.306324	1.702475	1.204227	0.399780	1.361546	2.250130	1.347152	1.186926	2.243230	0.579060	-0.000022	1.796798	-0.000122	1.443299	0.054605	-0.004502	0.134012	1.199263	0.000005	-0.000008	1.651615	-0.003764	-0.001648	0.000290	-0.001736	-0.002833	0.551322	0.001700	1.102960	0.714108	-0.002678	-0.000030	-0.000019	-0.008745	-0.076532	-0.004618	-0.000010	0.003048	0.001313	1.077572	-0.000462	0.135479	1.778205	0.000008	0.001505
1.428202	3.369080	3.273364	2.555298	2.599794	3.000455	4.105142	2.330633	2.192918	2.865148	3.095833	2.199972	2.413368	2.570999	3.962984	2.846979	4.272128	3.176478	3.827950	4.645129	3.564526	2.970655	1.996808	1.426033	3.213642	1.828840	3.793186	2.045854	4.370997	1.509430	2.892423	1.683235	2.482504	0.098477	2.945446	0.030578	1.940152	0.804224	3.405800	2.419963	0.598490	2.108887	2.512543	0.672686	2.885191	0.285692	0.157875	0.000324	1.367396	3.873683	0.222765	3.470674	1.914087	-0.000003	-0.000235	1.877448	0.000280	1.723729	0.000407	0.001184	0.025952	0.003377	0.011413	0.001814	1.291626	0.059184	0.000892	0.000012	0.001727	0.000497	0.518072	0.000011	0.331109	-0.000672	0.000428	-0.000649	-0.000014	0.495171	0.000001	0.065766
0.463028	0.489801	-0.680576	-0.913650	-0.199406	-1.382091	-0.908128	0.480413	-0.556266	0.693358	0.173849	-0.833767	-0.023893	-0.212974	-0.088335	-0.037490	-0.020481	-0.005686	-0.034911	0.000386	-0.002247	-0.002883	-0.003136	0.289944	-0.003960	0.006766	-0.086759	-0.207591	0.001959	-0.013075	-0.006896	-0.010739	-0.003411	-0.002541	-0.137607	-0.000696	-0.017415	-0.001022	-0.000220	-0.005853	-0.028974	-0.025362	0.001455	-0.058176	0.000110	-0.000263	0.904301	-0.000654	-0.002325	-0.001968	-0.007346	-0.002463	0.000000	-0.000014	0.000011	-0.013475	-0.002479	-0.007174	0.384926	0.393873	0.001077	-0.002474	-0.001933	-0.175464	-0.000138	-0.002922	-0.000477	-0.000005	0.000578	0.000218	0.683445	-0.000011	0.002571	-0.000733	0.864713	-0.000035	-0.000018	-0.000916	-0.000018	0.000246
