0	2290	2.11715	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	370.94952	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
1	2363	7.13934	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	2.29376	0.03333	0.03333	0.03333	363.66690	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
2	2346	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	373.03333	0.03333	0.03333	0.03333
3	2025	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	373.03333	0.03333	0.03333	0.03333
4	2140	0.05143	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	2.28178	0.03333	0.03333	0.03333	370.76680	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
5	2428	7.85045	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	2.18337	0.03333	0.03333	0.03333	0.03333	0.03333	8.28050	0.03333	0.03333	0.03333	354.81902	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
6	2201	4.12080	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	368.94587	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
7	2506	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	6.22127	0.03333	0.03333	0.03333	363.78739	0.03333	0.03333	0.03333	0.03333	0.03333	3.09133	0.03333	0.03333	0.03333	0.03333
8	2425	0.03333	16.57537	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	33.11217	323.41246	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
9	2557	0.03333	0.03333	0.03333	13.25183	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	359.81484	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
10	2532	3.63619	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	3.60919	0.03333	0.03333	0.03333	365.85462	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
11	2073	0.03876	0.03333	0.03333	0.03333	0.03333	1.96862	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	371.09262	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333	0.03333
