0	538.46057	6.14319
1	455.92280	95.93765
2	63.02035	3.39420
3	645.67720	257.14549
4	1.00000	1.00000
5	114.88009	6.14582
6	172.00920	66.73256
7	888.19610	59.18197
8	362.32737	8.40473
9	102.27460	2.70031
10	651.65286	144.67743
11	1236.69028	244.68494
12	2094.45011	211.07765
13	5.00005	1.00008
14	1687.62107	1684.44649
15	885.39865	105.88772
16	1.00000	1.00000
17	1.00000	1.00000
18	1.00000	1.00000
19	31816.34973	7216.71177
20	1.00000	1.00000
21	27.00000	11.10714
22	1.00000	1.00000
23	1.00000	1.00000
24	13377.30750	2979.09379
25	15.00460	1.01298
26	3209.60223	1050.06532
27	1.00000	1.00000
28	1.00000	1.00000
29	1422.15463	63.51895
