0	2290	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	373.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
1	2363	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	370.79308	0.04348	2.29387	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
2	2346	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	373.04348	0.04348	0.04348	0.04348	0.04348	0.04348
3	2025	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	373.04348	0.04348	0.04348	0.04348	0.04348	0.04348
4	2140	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	2.29958	0.04348	0.04348	0.04348	370.78738	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
5	2428	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	12.03308	0.04348	0.04348	0.04348	361.05387	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
6	2201	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	2.05998	0.04348	0.04348	0.04348	371.02698	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
7	2506	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	8.86202	0.04348	0.04348	0.04348	360.66942	0.04348	3.59900	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
8	2425	0.04348	0.04348	0.04348	0.04348	0.04348	373.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
9	2557	0.04348	0.04348	0.04348	0.04348	0.04348	373.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
10	2532	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	3.63326	0.04348	0.04348	0.04348	369.45370	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
11	2073	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	369.17450	0.04348	1.97865	1.97729	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
12	2278	0.04348	0.04348	0.04348	0.04348	0.04348	8.33623	0.04348	0.04348	2.23546	0.04348	0.04348	0.04348	357.83589	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	4.76633	0.04348	0.04348
13	2551	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	368.27460	0.04348	0.04348	0.04348	4.81236	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
14	2077	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	373.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
15	2369	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	371.13776	0.04348	1.94920	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
16	1465	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	20.06198	0.04348	0.04348	0.04348	0.04348	0.04348	353.02498
17	2592	0.04348	15.63815	0.04348	0.04348	3.22881	0.04348	0.04348	0.04348	0.04348	8.65639	0.04348	0.04348	0.04348	3.86295	0.04348	0.04348	15.74929	0.04348	0.04348	0.04348	0.04348	0.04348	326.12528
18	2046	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	373.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
19	1941	0.04348	0.04348	0.04348	0.04348	5.22859	0.04348	0.04348	0.04348	0.04348	5.12301	0.04348	0.04348	179.85154	0.04348	0.04348	0.04348	8.73583	0.04348	0.04348	0.04348	1.79331	0.04348	172.52859
20	2518	0.04348	45.37349	0.04348	0.04348	0.04348	26.50309	20.50136	0.04348	25.06010	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	255.77934
21	2132	0.04348	86.36614	0.04348	0.04348	0.04348	0.04348	4.33435	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	4.95059	0.04348	0.04348	12.44920	0.04348	0.04348	0.04348	0.04348	0.04348	265.11712
22	2650	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	373.04348	0.04348
23	2207	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	73.68302	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	299.40394	0.04348
24	2553	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	2.22476	0.04348	0.04348	0.04348	0.04348	368.67713	0.04348	2.22854	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
25	2078	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	5.05186	0.04348	0.04348	0.04348	365.62175	0.04348	2.45682	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348	0.04348
