0	2290	2.14965	0.06250	0.06250	0.06250	0.06250	20.45917	0.06250	0.06250	350.57868	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
1	2363	2.97555	0.06250	0.06250	0.06250	0.06250	1.71633	0.06250	0.06250	363.98116	0.06250	0.06250	0.06250	0.06250	4.57695	0.06250	0.06250
2	2346	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250
3	2025	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250
4	2140	4.65918	0.06250	0.06250	0.06250	0.06250	19.60455	0.06250	0.06250	346.60663	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	2.37963
5	2428	4.64786	0.06250	0.06250	0.06250	0.06250	6.16590	0.06250	0.06250	346.69156	0.06250	0.06250	0.06250	0.06250	2.26663	0.06250	13.54055
6	2201	4.13591	0.06250	0.06250	0.06250	0.06250	22.11203	0.06250	0.06250	342.77627	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	4.22579
7	2506	0.06250	0.06250	0.06250	0.06250	0.06250	361.73449	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	11.39050
8	2425	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
9	2557	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
10	2532	3.65787	0.06250	0.06250	0.06250	0.06250	15.92712	0.06250	0.06250	349.85752	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	3.80749
11	2073	7.97867	0.06250	0.06250	0.06250	0.06250	25.44911	0.06250	0.06250	335.81066	0.06250	0.06250	0.06250	0.06250	4.01156	0.06250	0.06250
12	2278	0.06250	8.47902	0.06250	0.06250	0.06250	16.93078	0.06250	4.66919	340.94412	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	2.28938
13	2551	4.94853	0.06250	5.52840	0.06250	0.06250	23.75507	0.06250	0.06250	334.86709	0.06250	0.06250	0.06250	0.06250	4.21342	0.06250	0.06250
14	2077	0.06250	0.06250	0.06250	0.06250	0.06250	6.71301	0.06250	0.06250	366.41199	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
15	2369	7.85904	0.06250	0.06250	0.06250	0.06250	25.22223	0.06250	0.06250	336.19791	0.06250	0.06250	0.06250	0.06250	2.00426	0.06250	2.02907
16	1465	0.06250	0.06250	64.66792	0.06250	0.06250	0.06250	4.28461	0.06250	0.06250	299.79318	0.06250	0.06250	4.50429	0.06250	0.06250	0.06250
17	2592	0.06250	3.31953	79.00507	0.06250	0.06250	0.06250	30.89411	0.06250	0.06250	246.00173	0.06250	0.06250	14.09206	0.06250	0.06250	0.06250
18	2046	3.21210	0.06250	0.06250	0.06250	0.06250	14.07142	0.06250	0.06250	352.82063	0.06250	0.06250	0.06250	0.06250	3.14585	0.06250	0.06250
19	1941	0.06250	1.87084	50.07150	0.06250	0.06250	0.06250	0.06250	0.06250	0.06251	146.25504	0.06250	0.06250	10.29214	164.82297	0.06250	0.06250
20	2518	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	48.98122	0.06250	0.06250	296.22605	0.06250	0.06250	0.06250	0.06250	0.06250	27.98023
21	2132	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	128.84803	0.06250	0.06250	244.27697	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
22	2650	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250	0.06250	0.06250	0.06250	0.06250
23	2207	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	309.33220	0.06250	0.06250	0.06250	0.06250	63.79280
24	2553	2.29263	0.06250	0.06250	0.06250	0.06250	19.52443	0.06250	0.06250	349.18893	0.06250	2.24400	0.06250	0.06250	0.06250	0.06250	0.06250
25	2078	5.74348	0.06250	0.06250	0.06250	0.06250	28.43023	0.06250	0.06250	329.59958	0.06250	0.06250	0.06250	0.06250	2.04535	0.06250	7.49385
26	2203	0.06250	45.36905	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	310.89474	0.06250	0.06250	16.92372	0.06250	0.06250	0.06250
27	2143	0.06250	0.06250	42.94900	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	268.16738	0.06250	0.06250	0.06250	0.06250	62.07112	0.06250
28	2224	0.06250	6.38150	27.39382	0.06250	0.06250	0.06250	4.63773	0.06250	0.06250	312.98473	0.06250	0.06250	21.91472	0.06250	0.06250	0.06250
29	2510	0.06250	0.06250	35.57155	0.06250	0.06250	0.06250	4.03393	0.06250	0.06250	300.62604	3.04986	0.06250	30.03112	0.06250	0.06250	0.06250
30	2240	4.55278	0.06250	0.06250	0.06250	0.06250	24.38725	0.06250	0.06250	333.34650	0.06250	0.06250	0.06250	0.06250	2.04967	0.06250	8.97629
31	2563	12.24199	0.06250	0.06250	0.06250	0.06250	346.34479	0.06250	0.06250	0.06250	0.06250	0.06250	3.49672	0.06250	11.16649	0.06250	0.06250
32	2122	0.06250	0.06250	0.06250	0.06250	0.06250	11.39875	0.06250	0.06250	361.72625	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
33	2118	2.77868	0.06250	0.06250	0.06250	0.06250	15.23308	0.06250	0.06250	347.55591	0.06250	0.06250	0.06250	0.06250	0.06326	0.06250	7.68158
34	1944	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
35	2117	0.06250	0.06250	53.35003	0.06250	12.81904	0.06250	0.06250	46.85000	0.06250	243.84679	0.06250	0.06250	16.44664	0.06250	0.06250	0.06250
36	2611	3.99940	0.06250	0.06250	0.06250	0.06250	25.89198	0.06250	0.06250	309.76723	0.06250	0.06250	0.06250	0.06250	1.97075	0.06250	31.68314
37	2184	1.88069	0.06250	0.06250	0.06250	0.06250	13.10652	0.06250	0.06250	343.09333	0.06250	0.06250	0.06250	0.06250	2.37202	0.06250	12.85993
38	2354	2.22987	0.06250	0.06250	0.06250	0.06250	9.15408	0.06250	0.06250	355.33515	0.06250	0.06250	0.06250	0.06250	6.53091	0.06250	0.06250
39	2169	0.06250	3.56938	6.94572	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	354.63370	0.06250	0.06250	8.10120	0.06250	0.06250	0.06250
40	2283	0.06250	7.56733	45.52564	0.06250	11.85315	0.06250	20.52794	3.91641	0.06250	271.40607	0.06250	0.06250	12.64095	0.06250	0.06250	0.06250
41	2620	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250
42	1998	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250
43	2654	7.98577	0.06250	0.06250	0.06250	0.06250	13.06618	0.06250	0.06250	352.13554	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
44	2646	0.06250	2.89189	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	350.15745	0.06250	0.06250	0.06250	0.06250	3.29914	0.06250	16.90152
45	2228	0.06250	0.06250	0.06250	0.06250	356.80124	0.06250	0.06250	16.32376	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
46	2082	0.06250	0.06250	0.06250	0.06250	351.12132	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	22.00368	0.06250	0.06250	0.06250
47	1979	10.45864	0.06250	0.06250	0.06250	0.06250	21.21719	0.06250	0.06250	336.38096	0.06250	0.06250	0.06250	0.06250	2.27758	0.06250	2.97814
48	2484	19.29453	0.06250	0.06250	0.06250	0.06250	350.83430	0.06250	0.06250	0.06250	0.06250	0.06250	3.05867	0.06250	0.06250	0.06250	0.06250
49	2257	2.56545	0.06250	0.06250	0.06250	0.06250	21.53487	0.06250	0.06250	339.13718	0.06250	0.06250	0.06250	0.06250	3.45566	0.06250	6.61935
50	2005	2.55102	0.06250	0.06250	0.06250	0.06250	5.46058	0.06250	0.06250	362.72735	0.06250	0.06250	0.06250	0.06250	2.51104	0.06250	0.06250
51	2560	3.84287	0.06250	13.58136	0.06250	0.06250	22.40738	0.06250	0.06250	326.24487	0.06250	0.06250	0.06250	4.51429	2.78423	0.06250	0.06250
52	1962	4.18505	0.06250	0.06250	0.06250	0.06250	22.01245	0.06250	0.06250	344.96134	0.06250	0.06250	0.06250	0.06250	2.09115	0.06250	0.06250
53	2206	5.38407	0.06250	0.06250	0.06250	0.06250	25.38582	0.06250	0.06250	331.16908	0.06250	0.06250	0.06250	0.06250	2.18921	0.06250	9.18432
54	2520	0.06250	0.06250	0.06250	0.06250	0.06250	15.44830	0.06250	0.06250	350.56534	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	7.17386
55	2104	4.31836	0.06250	0.06250	0.06250	0.06250	18.22426	0.06250	0.06250	348.50213	0.06250	0.06250	0.06250	0.06250	2.20525	0.06250	0.06250
56	2602	3.83324	0.06250	0.06250	0.06250	0.06250	21.05255	0.06250	0.06250	332.45352	0.06250	0.06250	0.06250	0.06250	2.05367	0.06250	13.91950
57	2521	0.06250	0.06250	0.06250	0.06250	0.06250	20.34228	0.06250	0.06250	347.36889	0.06250	0.06250	0.06250	0.06250	5.47632	0.06250	0.06250
58	2233	10.21676	22.44788	0.06250	0.06250	0.06250	24.19927	0.06250	0.06250	311.07621	0.06250	0.06250	0.06250	0.06250	5.37238	0.06250	0.06250
59	2200	4.43561	0.06250	0.06250	0.06250	0.06250	14.18702	0.06250	0.06250	345.60582	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	9.02156
60	2294	0.06250	0.06250	9.45241	0.06250	0.06250	0.06250	62.75667	0.06250	0.06250	300.97841	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
61	1981	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
62	2187	0.06250	2.75631	50.17368	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	302.45682	0.06250	0.06250	17.86318	0.06250	0.06250	0.06250
63	1916	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	15.19367	10.29718	0.06250	347.69665	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250
64	1945	0.06250	0.06250	36.47089	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	293.60859	0.06250	0.06250	43.10802	0.06250	0.06250	0.06250
65	1959	0.06250	0.06250	53.70415	0.06250	0.06250	0.06250	72.55440	0.06250	0.06250	226.90173	0.06250	0.06250	20.08972	0.06250	0.06250	0.06250
66	1971	6.65076	0.06250	0.06250	0.06250	0.06250	23.60030	0.06250	0.06250	336.26456	0.06250	0.06250	0.06250	0.06250	2.93925	0.06250	3.85763
67	2436	0.06250	4.51445	34.92698	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	310.40100	0.06250	0.06250	23.40758	0.06250	0.06250	0.06250
68	2042	0.06250	4.39642	58.24362	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	291.85261	0.06250	0.06250	18.75734	0.06250	0.06250	0.06250
69	2084	6.28802	0.06250	0.06250	0.06250	0.06250	323.22472	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	43.67476
70	2624	6.19542	0.06250	0.06250	0.06250	0.06250	24.07867	0.06250	4.05303	334.84621	0.06250	0.06250	0.06250	0.06250	4.13917	0.06250	0.06250
71	2364	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250
72	1991	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	373.06250	0.06250
