0	2290	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
1	2363	2.35154	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	370.80230	0.07692
2	2346	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
3	2025	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
4	2140	2.34019	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	370.81366	0.07692
5	2428	10.13096	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	363.02289	0.07692
6	2201	4.12261	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	369.03124	0.07692
7	2506	12.55548	0.07693	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	360.59837	0.07692
8	2425	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692
9	2557	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692
10	2532	3.67890	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	369.47494	0.07692
11	2073	4.01214	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	369.14171	0.07692
12	2278	6.67329	0.07700	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	8.78758	0.07693	0.07692	357.76981	0.07692
13	2551	2.48401	0.07695	0.07692	0.07693	0.07692	0.07692	0.07692	0.07692	4.84362	0.07692	0.07692	365.90311	0.07692
14	2077	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
15	2369	0.07693	0.07693	0.07692	0.07692	1.98048	0.07692	0.07692	1.98028	0.07692	0.07692	0.07692	369.27000	0.07692
16	1465	0.07693	352.72219	0.07692	8.37426	0.07692	0.07692	0.07692	0.07692	12.13426	0.07692	0.07692	0.07699	0.07692
17	2592	0.07692	324.36141	0.07692	36.13940	0.07692	0.07692	0.07692	0.07692	9.59563	3.21124	0.07692	0.07693	0.07692
18	2046	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
19	1941	3.55033	178.87445	0.07692	0.07693	0.07692	0.07692	0.07692	0.07692	9.01114	0.07693	0.07692	181.87175	0.07692
20	2518	48.50078	0.07696	0.07692	289.74312	0.07692	0.07692	0.07692	0.07692	0.07706	34.98666	0.07692	0.07696	0.07692
21	2132	0.07692	0.07694	0.07692	367.86081	0.07692	0.07692	0.07692	0.07692	0.07692	5.29302	0.07692	0.07692	0.07692
22	2650	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692
23	2207	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692
24	2553	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	370.89506	2.25878
25	2078	7.55801	0.07693	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	365.59583	0.07692
26	2203	0.07692	369.22091	3.93294	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
27	2143	0.07692	309.40320	60.01742	0.07692	0.07692	0.07692	0.07692	0.07692	3.81014	0.07692	0.07692	0.07694	0.07692
28	2224	0.07692	357.48388	0.07692	15.66997	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
29	2510	0.07692	343.15721	0.07692	29.99663	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
30	2240	7.69157	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	365.46228	0.07692
31	2563	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
32	2122	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
33	2118	4.15647	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	368.99738	0.07692
34	1944	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692
35	2117	0.07692	295.46022	0.07692	0.07694	0.07692	13.48551	0.07692	0.07692	2.81202	61.54993	0.07692	0.07692	0.07692
36	2611	27.89521	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	345.25864	0.07692
37	2184	10.49724	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	362.65661	0.07692
38	2354	2.22859	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	370.92526	0.07692
39	2169	0.07692	365.56850	0.07692	7.58534	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
40	2283	0.07692	318.37037	0.07692	37.23343	0.07692	11.85589	0.07692	0.07692	0.07692	5.84800	0.07692	0.07692	0.07692
41	2620	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
42	1998	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
43	2654	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
44	2646	14.46834	0.07693	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	358.68550	0.07692
45	2228	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
46	2082	0.07692	0.07693	0.07692	0.07692	0.07692	349.78618	0.07692	0.07692	0.07692	23.36766	0.07692	0.07692	0.07692
47	1979	0.07693	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	2.23323	0.07692	0.07692	0.07692	370.92060	0.07692
48	2484	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
49	2257	5.03244	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	368.12141	0.07692
50	2005	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
51	2560	10.83099	0.07695	0.07692	0.07693	0.07692	0.07692	0.07692	0.07692	4.49007	0.07692	0.07692	357.90968	0.07692
52	1962	2.10861	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	371.04523	0.07692
53	2206	5.55392	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	367.59993	0.07692
54	2520	7.01849	0.07693	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	366.13536	0.07692
55	2104	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
56	2602	13.66976	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	359.48409	0.07692
57	2521	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
58	2233	6.74001	0.07703	3.08637	0.07693	0.07692	0.07692	0.07692	0.07692	16.11783	0.07693	0.07692	347.36336	0.07692
59	2200	6.67955	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	366.47430	0.07692
60	2294	0.07692	299.22592	0.07692	67.06223	0.07692	0.07692	0.07692	0.07692	0.07692	6.94262	0.07692	0.07692	0.07692
61	1981	0.07692	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
62	2187	0.07692	367.81395	0.07692	2.77150	0.07692	0.07692	0.07692	0.07692	2.64531	0.07692	0.07692	0.07692	0.07692
63	1916	0.07692	325.92236	0.07692	41.99995	0.07692	0.07692	0.07692	0.07692	0.07692	5.30846	0.07692	0.07692	0.07692
64	1945	0.07692	347.79972	0.07692	19.41133	0.07692	0.07692	0.07692	0.07692	0.07693	6.01972	0.07692	0.07692	0.07692
65	1959	0.07692	291.62345	0.07692	71.76909	0.07692	0.07692	0.07692	0.07692	6.57715	3.33789	0.07692	0.07703	0.07692
66	1971	2.26377	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	370.89008	0.07692
67	2436	0.07692	368.96350	0.07692	0.07694	0.07692	0.07692	0.07692	0.07692	4.19033	0.07692	0.07692	0.07692	0.07692
68	2042	0.07692	369.04896	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	4.10487	0.07693	0.07692	0.07692	0.07692
69	2084	30.31202	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	342.84183	0.07692
70	2624	2.10051	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	4.06688	0.07692	367.06338	0.07692
71	2364	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
72	1991	0.07692	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
73	2110	9.10356	0.07693	0.07692	364.05027	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07694	0.07692
74	2029	0.07692	0.07693	0.07692	170.01239	0.07692	0.07692	0.07692	0.07692	0.07692	203.14145	0.07692	0.07692	0.07692
75	2607	2.03992	0.07693	0.07692	0.07692	2.01022	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	369.18062	0.07692
76	2649	0.07692	366.42208	0.07692	6.73177	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
77	2087	0.07692	360.74703	0.07692	2.39723	0.07692	0.07692	0.07692	0.07692	7.38454	2.77889	0.07692	0.07693	0.07692
78	2188	5.97940	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	367.17445	0.07692
79	2477	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
80	2386	2.81567	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	370.33818	0.07692
81	2543	1.45002	164.83646	0.07692	6.79973	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	200.22148	0.07692
82	2604	3.96124	0.07693	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	367.27942	1.99011
83	2561	12.50016	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	360.65369	0.07692
84	2433	0.07692	0.07692	0.07692	0.07692	0.07692	2.63175	0.07692	0.07692	0.07692	0.07692	0.07692	370.52210	0.07692
85	2496	0.07692	373.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692
86	2153	0.07692	358.84727	0.07692	8.29300	0.07692	0.07692	0.07692	0.07692	3.15354	3.01385	0.07692	0.07695	0.07692
87	2536	0.07693	0.07701	0.07692	0.07693	0.07692	0.07692	0.07692	6.19267	12.76726	0.07692	0.07692	354.27073	0.07692
88	2482	7.28771	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	365.86614	0.07692
89	2512	60.14251	299.91572	0.07692	8.41010	0.07692	0.07692	0.07692	0.07692	0.07692	4.83935	0.07692	0.07694	0.07692
90	2010	0.07692	363.54380	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	9.61004	0.07692	0.07692	0.07692
91	2103	8.36440	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	364.78944	0.07692
92	2253	2.49876	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	370.65508	0.07692
93	2500	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	0.07692	373.07692	0.07692
94	2063	5.57937	0.07699	0.07692	0.07694	0.07692	0.07692	0.07692	0.07692	2.78507	0.07692	0.07692	364.86624	0.07692
