0	2290	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	373.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
1	2363	0.05263	2.31545	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	370.78975	0.05263	0.05263	0.05263	0.05263	0.05263	0.05270	0.05263	0.05263
2	2346	0.05263	0.05263	0.05263	10.78801	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	362.31725	0.05263	0.05263	0.05263	0.05263
3	2025	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	373.05263	0.05263	0.05263	0.05263	0.05263
4	2140	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	2.92619	368.55678	0.05263	0.05263	0.05263	0.05263	0.05263	1.67493	0.05263	0.05263
5	2428	0.05263	6.24549	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	11.18889	355.10061	0.05263	0.05263	0.05263	0.05263	0.05263	0.67554	0.05263	0.05263
6	2201	0.05263	3.33469	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	2.80566	367.01754	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
7	2506	0.05263	0.05263	3.11605	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	6.27913	363.76271	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
8	2425	0.05263	0.05263	0.05263	11.19607	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	361.90919	0.05263	0.05263	0.05263
9	2557	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	373.05263	0.05263	0.05263	0.05263
10	2532	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	3.64308	369.46219	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
11	2073	0.05263	5.88911	1.99808	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	365.27070	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
12	2278	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	9.67986	0.05263	2.24525	357.82335	0.05263	0.05263	0.05263	0.05263	3.46207	0.05263	0.05263	0.05263
13	2551	0.05263	2.44609	0.05263	0.05263	0.05263	0.05263	0.05263	4.82147	0.05263	0.05263	365.89033	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
14	2077	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	373.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
15	2369	0.05263	5.80767	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	367.29759	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
16	1465	4.21581	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	30.58252	0.05263	0.05263	0.05263	316.50323	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	21.90897
17	2592	22.51391	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	35.28771	0.05263	0.05263	0.05263	261.57466	0.05263	0.05263	0.05263	3.17230	0.05263	0.05263	50.71457
18	2046	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	373.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
19	1941	0.05263	6.92731	0.05263	0.05263	0.05263	0.05263	1.77908	12.93115	0.05263	0.05263	173.29491	144.92561	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	33.45773
20	2518	48.60011	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	28.68182	0.05263	295.87596	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
21	2132	119.63693	0.05263	8.97479	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	244.54618	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263	0.05263
