0	2290	0.05000	0.05000	0.05000	0.05000	346.84160	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	26.25840	0.05000	0.05000	0.05000	0.05000	0.05000
1	2363	0.05000	0.05000	0.05000	0.05000	361.76516	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	4.55332	0.05000	6.83152	0.05000
2	2346	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	11.43552	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	361.66448
3	2025	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	373.05000
4	2140	0.05000	0.05000	0.05000	0.05000	349.33774	2.34115	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	19.14353	0.05000	0.05000	0.05000	2.37758	0.05000
5	2428	2.03857	0.05000	0.05000	0.05000	342.53055	8.66972	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	11.81642	0.05000	2.05813	0.05000	6.18662	0.05000
6	2201	0.05000	0.05000	0.05000	0.05000	334.64131	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	36.41362	0.05000	0.05000	0.05000	2.09506	0.05000
7	2506	12.57769	0.05000	0.05000	0.05000	0.05000	10.12175	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	349.71224	0.05000	0.05000	0.05000	0.78831	0.05000
8	2425	0.05000	341.79687	0.05000	0.05000	0.05000	0.05000	10.89411	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	20.45902	0.05000	0.05000	0.05000	0.05000
9	2557	0.05000	373.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000
10	2532	0.05000	0.05000	0.05000	0.05000	354.47551	3.75491	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	11.12486	0.05000	0.05000	0.05000	3.84472	0.05000
11	2073	1.99666	0.05000	0.05000	0.05000	338.24367	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	2.02818	28.99731	0.05000	0.05000	0.05000	1.98418	0.05000
12	2278	2.21302	4.20510	0.05000	0.05000	327.80500	2.30372	0.05000	0.05000	0.05000	0.05000	8.82738	0.05000	0.05000	0.05000	25.64490	0.05000	2.35089	0.05000	0.05000	0.05000
13	2551	2.44734	0.05000	0.05000	0.05000	332.70164	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	33.16661	0.05000	0.05000	4.88441	0.05000	0.05000
14	2077	0.05000	0.05000	0.05000	0.05000	360.12626	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	12.97374	0.05000	0.05000	0.05000	0.05000	0.05000
15	2369	4.00354	0.05000	0.05000	0.05000	334.83103	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	30.52724	0.05000	0.05000	0.05000	3.83818	0.05000
16	1465	0.05000	0.05000	16.00925	0.05001	0.05000	8.04194	0.05000	0.05000	0.05000	0.05000	12.79874	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	336.35007	0.05000	0.05000
17	2592	0.05000	0.05000	32.74497	6.51369	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	18.68037	0.05000	0.05000	0.05000	0.05000	3.51845	0.05000	311.79251	0.05000	0.05000
18	2046	0.05000	0.05000	0.05000	0.05000	350.15722	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	19.80294	0.05000	0.05000	0.05000	3.18984	0.05000
19	1941	4.50027	2.29068	2.63369	0.05000	171.01767	5.09651	0.05000	0.05000	0.05000	0.05000	9.78696	0.05000	0.05000	0.05000	0.05000	5.46916	0.05000	172.60506	0.05000	0.05000
20	2518	0.05000	33.25197	240.95330	70.90050	0.05000	28.09422	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000
21	2132	0.05000	7.25340	304.09353	61.80307	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000
22	2650	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	373.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000
23	2207	0.05000	0.05000	0.05000	0.05000	0.05000	49.22997	323.87003	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000
24	2553	0.05000	0.05000	0.05000	0.05000	340.49952	0.05000	2.23162	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	28.23296	0.05000	2.23590	0.05000	0.05000	0.05000
25	2078	3.76289	0.05000	0.05000	0.05000	328.25312	2.09088	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	37.21362	0.05000	0.05000	0.05000	1.92948	0.05000
26	2203	0.05000	39.25802	0.05000	19.97166	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	313.92033	0.05000	0.05000
27	2143	0.05000	0.05000	0.05000	23.48751	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	289.93329	0.05000	59.72920
28	2224	0.05000	0.05000	6.90402	29.18230	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	6.77567	0.05000	330.33801	0.05000	0.05000
29	2510	0.05000	0.05000	19.46559	0.05000	0.05000	0.05000	2.81198	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	9.85963	0.05000	341.06279	0.05000	0.05000
30	2240	1.91360	0.05000	0.05000	0.05000	331.77873	6.13294	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	27.62223	0.05000	1.95719	0.05000	3.89532	0.05000
31	2563	0.05000	0.05000	0.05000	0.05000	354.86676	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	14.65104	0.05000	0.05000	0.05000	3.63220	0.05000
32	2122	0.05000	0.05000	0.05000	0.05000	353.60603	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	19.49397	0.05000	0.05000	0.05000	0.05000	0.05000
33	2118	2.03510	0.05000	0.05000	0.05000	349.84407	2.27288	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	17.00719	0.05000	2.09076	0.05000	0.05000	0.05000
34	1944	0.05000	373.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000
35	2117	0.05000	66.19102	0.05000	4.05367	0.05000	0.05000	0.05000	13.64211	0.05000	0.05000	10.12936	0.05000	0.05000	0.05000	0.05000	10.94911	0.05000	268.33473	0.05000	0.05000
36	2611	1.88612	0.05000	0.05000	0.05000	310.20780	24.53889	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	36.56719	0.05000	0.05000	0.05000	0.05000	0.05000
37	2184	0.05000	0.05000	0.05000	0.05000	345.34191	7.06010	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	14.47368	0.05000	2.10355	0.05000	4.27075	0.05000
38	2354	2.17702	0.05000	0.05000	0.05000	355.07658	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	15.89640	0.05000	0.05000	0.05000	0.05000	0.05000
39	2169	0.05000	0.05000	0.05000	47.27077	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	7.25385	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	318.62538	0.05000	0.05000
40	2283	0.05000	10.02690	33.00454	23.90092	0.05000	0.05000	0.05000	5.02952	0.05000	0.05000	5.01948	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	296.31865	0.05000	0.05000
41	2620	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	7.38697	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	365.71303
42	1998	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	39.11504	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	0.05000	333.98496
