0	2290	0.25000	373.25000	0.25000	0.25000
1	2363	0.25000	373.25000	0.25000	0.25000
2	2346	0.25000	0.25000	0.25000	373.25000
3	2025	0.25000	0.25000	0.25000	373.25000
4	2140	0.25000	373.25000	0.25000	0.25000
5	2428	0.25000	373.25000	0.25000	0.25000
6	2201	0.25000	373.25000	0.25000	0.25000
7	2506	0.25000	373.25000	0.25000	0.25000
8	2425	0.25000	0.25000	0.25000	373.25000
9	2557	0.25000	0.25000	0.25000	373.25000
10	2532	0.25000	373.25000	0.25000	0.25000
11	2073	0.25000	373.25000	0.25000	0.25000
12	2278	0.25002	362.47048	10.92033	0.35918
13	2551	0.25000	368.42833	5.07145	0.25022
14	2077	0.25000	373.25000	0.25000	0.25000
15	2369	0.25000	373.25000	0.25000	0.25000
16	1465	0.25000	0.25000	373.25000	0.25000
17	2592	0.25000	0.25000	373.25000	0.25000
18	2046	0.25000	373.25000	0.25000	0.25000
19	1941	0.25016	181.77663	191.72266	0.25056
20	2518	0.25001	30.53933	326.44137	16.76930
21	2132	0.25000	0.25000	373.24999	0.25001
22	2650	373.25000	0.25000	0.25000	0.25000
23	2207	373.25000	0.25000	0.25000	0.25000
24	2553	1.76990	371.72851	0.25158	0.25000
25	2078	0.25000	373.25000	0.25000	0.25000
26	2203	0.25003	0.25013	353.44617	20.05367
27	2143	0.25001	0.25238	312.49204	61.00556
28	2224	0.25000	0.25000	373.25000	0.25000
29	2510	0.25000	0.25000	373.25000	0.25000
30	2240	0.25000	373.25000	0.25000	0.25000
31	2563	0.25000	373.25000	0.25000	0.25000
32	2122	0.25000	373.25000	0.25000	0.25000
33	2118	0.25000	373.25000	0.25000	0.25000
34	1944	0.25000	0.25000	0.25000	373.25000
35	2117	12.24582	0.25067	316.60969	44.89382
36	2611	0.25000	373.25000	0.25000	0.25000
37	2184	0.25000	373.25000	0.25000	0.25000
38	2354	0.25000	373.25000	0.25000	0.25000
39	2169	0.25000	0.25000	373.25000	0.25000
40	2283	5.24222	0.25108	363.39309	5.11361
41	2620	0.25000	0.25000	0.25000	373.25000
42	1998	0.25000	0.25000	0.25000	373.25000
43	2654	0.25000	373.25000	0.25000	0.25000
44	2646	0.25000	371.54144	1.95795	0.25060
45	2228	373.25000	0.25000	0.25000	0.25000
46	2082	373.25000	0.25000	0.25000	0.25000
47	1979	0.25000	373.25000	0.25000	0.25000
48	2484	0.25000	373.25000	0.25000	0.25000
49	2257	0.25000	373.25000	0.25000	0.25000
50	2005	0.25000	373.25000	0.25000	0.25000
51	2560	0.26921	365.08460	8.39491	0.25128
52	1962	0.25000	373.25000	0.25000	0.25000
53	2206	0.25000	373.25000	0.25000	0.25000
54	2520	0.25000	373.25000	0.25000	0.25000
55	2104	0.25000	373.25000	0.25000	0.25000
56	2602	0.25000	373.25000	0.25000	0.25000
57	2521	0.25000	373.25000	0.25000	0.25000
58	2233	0.25000	352.30256	17.65470	3.79273
59	2200	0.25000	373.25000	0.25000	0.25000
60	2294	0.25001	0.25008	370.00074	3.49916
61	1981	0.25000	0.25000	373.25000	0.25000
62	2187	0.25000	0.25000	373.25000	0.25000
63	1916	0.25001	0.25012	368.27937	5.22049
64	1945	0.25003	0.25052	370.55063	2.94881
65	1959	0.25000	0.25000	373.25000	0.25000
66	1971	0.25000	373.25000	0.25000	0.25000
