0	2290	0.05556	10.80995	0.05556	0.05556	0.05556	1.82303	0.05556	0.05556	0.05556	0.05556	360.53369	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
1	2363	0.05556	3.91395	0.05556	0.05556	0.05556	7.55502	0.05556	0.05556	0.05556	0.05556	359.36531	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	2.38794
2	2346	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	373.05556	0.05556
3	2025	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	373.05556	0.05556
4	2140	0.05556	4.04401	0.05556	0.05556	0.05556	2.82425	0.05556	0.05556	0.05556	0.05556	363.98585	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	2.36812
5	2428	0.05556	14.01024	0.05556	0.05556	0.05556	5.70369	0.05556	0.05556	0.05556	0.05556	344.90703	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	8.60126
6	2201	0.05556	7.11755	0.05556	0.05556	0.05556	2.98289	0.05556	0.05556	0.05556	0.05556	360.87626	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	2.24552
7	2506	0.05556	0.35157	0.05556	0.05556	0.05556	2.53795	0.05556	0.05556	0.05556	0.05556	360.69483	3.13756	0.05556	0.05556	0.05556	0.05556	0.05556	6.55587
8	2425	360.73264	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	12.37847	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
9	2557	358.08459	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	15.02653	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
10	2532	0.05556	3.69467	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	365.84050	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	3.63149
11	2073	0.05556	18.01267	0.05556	0.05556	0.05556	1.90502	0.05556	0.05556	0.05556	0.05556	353.24898	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
12	2278	0.05556	5.95576	0.05556	0.05556	0.05556	2.92218	0.05556	0.05556	0.05556	0.05556	348.92556	13.21576	0.05556	0.05556	0.05556	0.05556	0.05556	2.25852
13	2551	0.05556	6.43121	0.05556	0.05556	0.05556	5.65613	0.05556	0.05556	0.05556	0.05556	356.16897	4.96591	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
14	2077	0.05556	6.09060	0.05556	0.05556	0.05556	3.24988	0.05556	0.05556	0.05556	0.05556	363.82619	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
15	2369	0.05556	7.31659	0.05556	0.05556	0.05556	6.34171	0.05556	0.05556	0.05556	0.05556	357.57224	1.99168	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
16	1465	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	20.97700	14.84851	4.64392	332.75279	0.05556	0.05556	0.05556
17	2592	0.05556	0.05556	0.05556	0.05556	3.33519	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	14.14316	12.90420	21.92475	290.34827	30.67776	0.05556	0.05556
18	2046	0.05556	2.25389	0.05556	0.05556	0.05556	7.16349	0.05556	0.05556	0.05556	0.05556	363.74930	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
19	1941	0.05556	0.05556	0.05556	0.05556	1.96665	175.65827	0.05556	0.05556	0.05556	0.05556	0.05556	8.24899	7.17482	19.16675	161.11785	0.05556	0.05556	0.05556
20	2518	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	24.52656	0.05556	13.47015	251.50013	83.72538	0.05556	0.05556
21	2132	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	8.51049	0.05556	1.11107	227.01380	136.58687	0.05556	0.05556
22	2650	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	373.05556
23	2207	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	373.05556
24	2553	0.05556	4.49705	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	366.38797	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	2.28164
25	2078	0.05556	9.81841	0.05556	0.05556	0.05556	4.95079	0.05556	0.05556	0.05556	0.05556	352.50569	1.93019	0.05556	0.05556	0.05556	0.05556	0.05556	4.07270
26	2203	0.05556	0.05556	0.05556	0.05556	38.27806	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	4.03123	330.85738	0.05556	0.05556	0.05556
27	2143	0.05556	0.05556	0.05556	0.05556	3.46944	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	5.60414	6.21150	0.05556	294.60347	0.05556	63.38922	0.05556
28	2224	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	14.55752	351.56672	7.04243	0.05556	0.05556
29	2510	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	4.21140	4.34537	24.72071	329.58603	10.41427	0.05556	0.05556
30	2240	0.05556	14.11297	0.05556	0.05556	0.05556	4.76858	0.05556	0.05556	0.05556	0.05556	352.00989	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	2.33078
31	2563	0.05556	3.20134	0.05556	0.05556	0.05556	7.33712	0.05556	0.05556	0.05556	0.05556	362.62821	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
32	2122	0.05556	4.44997	0.05556	0.05556	0.05556	6.20745	0.05556	0.05556	0.05556	0.05556	362.50925	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556
33	2118	0.05556	16.11345	0.05556	0.05556	0.05556	2.34924	0.05556	0.05556	0.05556	0.05556	352.53944	0.05556	0.05556	0.05556	0.05556	0.05556	0.05556	2.22010
