0	1781.60996	754.76624
1	58313.66443	93995.42411
2	12564.67476	5940.94154
3	4224.52373	2012.14569
4	4202.88609	1059.14059
5	1070.11043	432.95113
6	178.90351	43.58975
7	423.17292	144.83832
8	135487.36856	324353.82865
9	3704.96710	2431.80138
10	1537.87281	408.62145
11	2120.77145	1129.83274
12	204.73315	28.06866
13	61534.56565	87626.72987
14	3931.36644	2535.86333
15	74.15172	21.08763
16	143.26110	20.06715
17	6402.73826	3450.51440
18	2355.40446	1137.53654
19	1088.24451	239.88818
20	414.23414	99.73044
21	13784.77482	12049.13716
