0	2290	0.03846	0.03846	0.03846	0.03846	0.03846	373.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
1	2363	2.28753	0.03846	0.03846	0.03846	0.03846	370.78939	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
2	2346	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	361.94264	0.03846	0.03846	0.03846	0.03846	0.03846	11.13428	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
3	2025	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	373.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
4	2140	0.03846	0.03846	2.29257	0.03846	0.03846	370.78436	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
5	2428	0.03846	0.03846	10.03958	0.03846	0.03846	363.03735	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
6	2201	0.03846	0.03846	2.05309	0.03846	0.03846	371.02383	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
7	2506	0.03895	0.03846	9.33900	0.03846	0.03846	363.73743	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
8	2425	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	12.87396	0.03846	0.03846	10.87477	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	349.36665	0.03846	0.03846	0.03846	0.03846	0.03846
9	2557	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	373.03846	0.03846	0.03846	0.03846	0.03846	0.03846
10	2532	0.03846	0.03846	3.62353	0.03846	0.03846	369.45339	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
11	2073	0.03846	0.03846	0.03846	0.03846	0.03846	373.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
12	2278	0.03846	0.03846	2.22824	0.03846	0.03846	357.78635	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	2.27923	10.86003	0.03846	0.03846	0.03846	0.03846
13	2551	0.03846	0.03846	0.03846	0.03846	0.03846	368.27040	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	4.80652	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
14	2077	0.03846	0.03846	0.03846	0.03846	0.03846	373.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
15	2369	1.94308	0.03846	0.03846	0.03846	0.03846	369.23001	0.03846	1.94230	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
16	1465	0.03846	0.03846	0.03846	10.95570	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	19.04378	0.03846	0.03846	0.03846	0.03846	0.03846	343.11591	0.03846	0.03846	0.03846	0.03846
17	2592	0.03846	0.03846	0.03846	31.11378	0.03846	0.03846	0.03846	0.03846	0.03846	3.14529	0.03846	0.03846	0.03846	0.03846	0.03846	18.13949	295.39657	0.03846	0.03846	0.03846	0.03846	25.39718	0.03846	0.03846	0.03846	0.03846
18	2046	0.03846	0.03846	0.03846	0.03846	0.03846	373.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
19	1941	0.03846	0.03846	0.03846	0.03846	0.03846	187.08820	0.03846	0.03846	1.82876	5.78741	0.03846	0.03846	0.03846	0.03846	0.03846	10.73424	0.03846	0.03846	0.03846	0.03846	0.03846	167.75370	0.03846	0.03846	0.03846	0.03846
20	2518	0.03846	0.03846	26.48979	133.12365	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	39.43284	174.10756	0.03846	0.03846	0.03846	0.03846
21	2132	0.03846	0.03846	0.03846	239.97634	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	12.01009	121.12895	0.03846	0.03846	0.03846	0.03846
22	2650	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	373.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
23	2207	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	373.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
24	2553	0.03846	0.03846	0.03846	0.03846	0.03846	370.85687	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	2.22006	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
25	2078	0.03846	0.03846	3.76353	0.03846	0.03846	369.31340	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846
26	2203	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	23.34521	0.03846	3.90737	0.03846	0.03846	0.03846	0.03846	0.03846	322.10897	0.03846	0.03846	0.03846	0.03846	23.79229	0.03846	0.03846	0.03846	0.03846
27	2143	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	0.03846	60.54971	0.03846	7.96267	293.65293	0.03846	0.03846	0.03846	0.03846	10.98853	0.03846	0.03846	0.03846	0.03846
