0	72.07389	1.22042
1	17.00136	1.00492
2	1059.24734	121.98076
3	2355.24477	291.49791
4	1.00000	1.00000
5	32266.35808	8792.46259
6	1.00000	1.00000
7	45.76907	4.09627
8	174.08415	4.85216
9	727.21608	218.39757
10	129.83021	5.09365
11	1.00000	1.00000
12	390.87874	176.37438
13	3047.29048	945.06198
14	1.00000	1.00000
15	451.03828	-7.25560
16	13503.46536	3181.26116
17	1.00000	1.00000
18	153.34739	67.24129
19	232.58923	22.62895
20	1359.21475	297.13790
21	1718.48088	93.73183
22	51.65062	2.13864
23	34.63248	10.35110
24	1980.58683	2174.15121
25	1.00000	1.00000
