0	2290	0.16667	0.16667	0.16667	0.16667	0.16667	373.16667
1	2363	0.16667	0.16667	0.16667	0.16667	0.16667	373.16667
2	2346	0.16667	0.16667	0.16667	373.16667	0.16667	0.16667
3	2025	0.16667	0.16667	0.16667	373.16667	0.16667	0.16667
4	2140	2.41287	0.16667	0.16667	0.16667	0.16669	370.92045
5	2428	6.14937	0.16667	0.16667	0.16667	0.16675	367.18388
6	2201	2.17403	0.16667	0.16667	0.16667	0.16668	371.15928
7	2506	6.34049	0.16667	0.16667	0.16667	0.16679	366.99271
8	2425	11.64057	0.16667	361.65674	0.16672	0.18119	0.18812
9	2557	0.16667	0.16667	373.16667	0.16667	0.16667	0.16667
10	2532	3.73761	0.16667	0.16667	0.16667	0.16667	369.59571
11	2073	0.16667	0.16667	0.16667	0.16667	0.16667	373.16667
12	2278	2.34855	0.16667	0.16676	0.16667	9.68344	361.46792
13	2551	0.16668	0.16667	0.16667	0.16667	4.99611	368.33721
14	2077	0.16667	0.16667	0.16667	0.16667	0.16667	373.16667
15	2369	0.16667	0.16667	0.16667	0.16667	0.16667	373.16667
16	1465	0.16667	0.16667	0.16667	0.16667	373.16667	0.16667
17	2592	0.16667	0.16667	0.16667	0.16667	373.16667	0.16667
18	2046	0.16667	0.16667	0.16667	0.16667	0.16667	373.16667
19	1941	0.16669	0.16667	0.16673	0.16668	191.48423	181.84900
20	2518	0.16673	0.16667	16.70222	0.16667	326.54045	30.25727
21	2132	0.16667	0.16667	0.16667	0.16667	373.16666	0.16667
22	2650	373.16667	0.16667	0.16667	0.16667	0.16667	0.16667
23	2207	373.16667	0.16667	0.16667	0.16667	0.16667	0.16667
24	2553	2.36194	0.16667	0.16667	0.16667	0.16667	370.97139
25	2078	3.87186	0.16667	0.16667	0.16667	0.16675	369.46139
26	2203	0.16667	0.16667	0.16667	0.16667	373.16667	0.16667
27	2143	0.16667	0.16667	0.16670	54.82041	318.51262	0.16694
28	2224	0.16667	0.16667	0.16667	0.16667	373.16667	0.16667
29	2510	2.91686	0.16667	0.16671	0.16668	370.41627	0.16681
30	2240	3.94908	0.16667	0.16667	0.16667	0.16674	369.38418
31	2563	0.16667	0.16667	0.16667	0.16667	0.16667	373.16667
32	2122	0.16667	0.16667	0.16667	0.16667	0.16667	373.16667
