0	2290	0.000	0.000	0.000	0.000	0.958	0.000	0.035	0.000	0.006
1	2363	0.000	0.000	0.000	0.000	0.973	0.000	0.012	0.006	0.007
2	2346	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3	2025	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4	2140	0.000	0.000	0.000	0.000	0.966	0.000	0.025	0.006	0.000
5	2428	0.000	0.000	0.000	0.000	0.911	0.000	0.037	0.036	0.014
6	2201	0.000	0.000	0.000	0.000	0.942	0.000	0.045	0.012	0.000
7	2506	0.000	0.000	0.000	0.000	0.000	0.000	0.964	0.034	0.000
8	2425	0.000	0.031	0.966	0.000	0.000	0.000	0.000	0.000	0.000
9	2557	0.000	0.041	0.957	0.000	0.000	0.000	0.000	0.000	0.000
10	2532	0.000	0.000	0.000	0.000	0.988	0.000	0.000	0.010	0.000
11	2073	0.000	0.000	0.000	0.000	0.923	0.000	0.048	0.022	0.005
12	2278	0.000	0.000	0.000	0.031	0.901	0.000	0.060	0.006	0.000
13	2551	0.000	0.000	0.000	0.019	0.925	0.000	0.046	0.000	0.009
14	2077	0.000	0.000	0.000	0.000	0.989	0.000	0.009	0.000	0.000
15	2369	0.000	0.000	0.000	0.000	0.923	0.000	0.059	0.006	0.011
16	1465	0.000	0.000	0.000	0.936	0.000	0.062	0.000	0.000	0.000
17	2592	0.000	0.000	0.000	0.853	0.000	0.145	0.000	0.000	0.000
18	2046	0.000	0.000	0.000	0.000	0.937	0.000	0.052	0.000	0.009
19	1941	0.000	0.000	0.000	0.498	0.000	0.047	0.000	0.000	0.453
20	2518	0.000	0.000	0.055	0.000	0.000	0.896	0.000	0.048	0.000
21	2132	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
22	2650	0.000	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.000
23	2207	0.000	0.000	0.000	0.806	0.000	0.000	0.000	0.192	0.000
24	2553	0.000	0.000	0.000	0.000	0.943	0.000	0.043	0.012	0.000
25	2078	0.000	0.000	0.000	0.000	0.911	0.000	0.056	0.023	0.008
26	2203	0.000	0.000	0.105	0.893	0.000	0.000	0.000	0.000	0.000
27	2143	0.161	0.000	0.041	0.796	0.000	0.000	0.000	0.000	0.000
28	2224	0.000	0.000	0.019	0.899	0.000	0.081	0.000	0.000	0.000
29	2510	0.000	0.000	0.000	0.876	0.000	0.122	0.000	0.000	0.000
30	2240	0.000	0.000	0.000	0.000	0.930	0.000	0.037	0.025	0.007
31	2563	0.000	0.000	0.000	0.000	0.960	0.000	0.009	0.000	0.029
32	2122	0.000	0.000	0.000	0.000	0.976	0.000	0.022	0.000	0.000
33	2118	0.000	0.000	0.000	0.000	0.942	0.000	0.033	0.013	0.010
34	1944	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.000	0.000
35	2117	0.000	0.038	0.138	0.726	0.000	0.096	0.000	0.000	0.000
36	2611	0.000	0.000	0.000	0.000	0.852	0.000	0.049	0.091	0.006
37	2184	0.000	0.000	0.000	0.000	0.930	0.000	0.028	0.032	0.008
38	2354	0.000	0.000	0.000	0.000	0.945	0.000	0.035	0.000	0.018
39	2169	0.000	0.000	0.011	0.878	0.000	0.109	0.000	0.000	0.000
40	2283	0.000	0.032	0.021	0.791	0.000	0.154	0.000	0.000	0.000
41	2620	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
42	1998	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
43	2654	0.000	0.000	0.000	0.000	0.984	0.000	0.007	0.000	0.008
44	2646	0.000	0.000	0.000	0.000	0.906	0.000	0.000	0.032	0.060
45	2228	0.000	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000
46	2082	0.000	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47	1979	0.000	0.000	0.000	0.000	0.926	0.000	0.042	0.014	0.016
48	2484	0.000	0.000	0.000	0.000	0.973	0.000	0.017	0.000	0.008
49	2257	0.000	0.000	0.000	0.000	0.937	0.000	0.034	0.013	0.015
50	2005	0.000	0.000	0.000	0.000	0.957	0.000	0.034	0.000	0.007
51	2560	0.000	0.000	0.000	0.043	0.896	0.012	0.036	0.000	0.013
52	1962	0.000	0.000	0.000	0.000	0.942	0.000	0.045	0.011	0.000
53	2206	0.000	0.000	0.000	0.000	0.918	0.000	0.045	0.025	0.011
54	2520	0.000	0.000	0.000	0.000	0.947	0.000	0.032	0.019	0.000
55	2104	0.000	0.000	0.000	0.000	0.952	0.000	0.029	0.008	0.010
56	2602	0.000	0.000	0.000	0.000	0.913	0.000	0.042	0.037	0.006
57	2521	0.000	0.000	0.000	0.000	0.938	0.000	0.045	0.000	0.015
58	2233	0.000	0.000	0.011	0.058	0.863	0.000	0.044	0.011	0.012
59	2200	0.000	0.000	0.000	0.000	0.950	0.000	0.024	0.023	0.001
60	2294	0.000	0.000	0.019	0.688	0.000	0.292	0.000	0.000	0.000
61	1981	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
62	2187	0.000	0.000	0.000	0.934	0.000	0.063	0.000	0.000	0.000
63	1916	0.000	0.000	0.190	0.000	0.000	0.808	0.000	0.000	0.000
64	1945	0.000	0.000	0.008	0.842	0.000	0.148	0.000	0.000	0.000
65	1959	0.000	0.000	0.009	0.736	0.000	0.254	0.000	0.000	0.000
66	1971	0.000	0.000	0.000	0.000	0.926	0.000	0.048	0.007	0.017
67	2436	0.000	0.000	0.000	0.935	0.000	0.063	0.000	0.000	0.000
68	2042	0.000	0.000	0.000	0.974	0.000	0.024	0.000	0.000	0.000
69	2084	0.000	0.000	0.000	0.000	0.856	0.000	0.043	0.099	0.000
70	2624	0.000	0.011	0.000	0.000	0.943	0.000	0.028	0.000	0.017
71	2364	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72	1991	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73	2110	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
74	2029	0.000	0.033	0.481	0.000	0.000	0.484	0.000	0.000	0.000
75	2607	0.000	0.000	0.000	0.000	0.944	0.000	0.027	0.016	0.012
76	2649	0.000	0.000	0.020	0.883	0.000	0.095	0.000	0.000	0.000
77	2087	0.000	0.000	0.008	0.916	0.000	0.074	0.000	0.000	0.000
78	2188	0.000	0.000	0.000	0.000	0.939	0.000	0.027	0.025	0.008
79	2477	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000	0.000
80	2386	0.000	0.000	0.000	0.000	0.975	0.000	0.015	0.008	0.000
81	2543	0.000	0.000	0.011	0.420	0.000	0.037	0.487	0.000	0.044
82	2604	0.000	0.000	0.000	0.000	0.924	0.000	0.037	0.009	0.029
83	2561	0.000	0.000	0.000	0.000	0.903	0.000	0.054	0.031	0.011
84	2433	0.000	0.000	0.000	0.000	0.941	0.000	0.043	0.000	0.014
85	2496	0.000	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.000
86	2153	0.000	0.000	0.009	0.923	0.000	0.067	0.000	0.000	0.000
87	2536	0.000	0.000	0.000	0.035	0.000	0.000	0.917	0.046	0.000
88	2482	0.000	0.000	0.000	0.000	0.926	0.000	0.039	0.022	0.012
89	2512	0.000	0.000	0.041	0.732	0.000	0.110	0.000	0.115	0.000
90	2010	0.000	0.000	0.103	0.895	0.000	0.000	0.000	0.000	0.000
91	2103	0.000	0.000	0.000	0.000	0.936	0.000	0.027	0.022	0.013
92	2253	0.000	0.000	0.000	0.000	0.951	0.000	0.033	0.007	0.007
93	2500	0.000	0.000	0.000	0.000	0.962	0.000	0.035	0.000	0.000
94	2063	0.000	0.000	0.000	0.000	0.946	0.010	0.008	0.014	0.021
95	2509	0.000	0.000	0.009	0.670	0.000	0.320	0.000	0.000	0.000
96	2399	0.000	0.000	0.036	0.719	0.000	0.243	0.000	0.000	0.000
97	2150	0.000	0.000	0.000	0.000	0.921	0.000	0.050	0.011	0.017
98	2030	0.000	0.000	0.000	0.000	0.936	0.000	0.045	0.006	0.011
99	2374	0.000	0.000	0.000	0.000	0.960	0.000	0.038	0.000	0.000
100	1986	0.000	0.000	0.000	0.000	0.929	0.000	0.041	0.029	0.000
101	2630	0.000	0.000	0.000	0.000	0.937	0.000	0.049	0.006	0.006
102	2376	0.000	0.000	0.000	0.000	0.921	0.000	0.047	0.024	0.006
103	2326	0.000	0.000	0.000	0.000	0.968	0.000	0.023	0.006	0.000
104	2172	0.000	0.000	0.000	0.000	0.917	0.000	0.048	0.025	0.009
105	2133	0.000	0.073	0.186	0.677	0.000	0.063	0.000	0.000	0.000
106	2296	0.000	0.247	0.751	0.000	0.000	0.000	0.000	0.000	0.000
107	2626	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108	2097	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
109	2093	0.000	0.000	0.000	0.000	0.945	0.000	0.023	0.017	0.013
110	2391	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.998	0.000
111	2275	0.000	0.000	0.000	0.000	0.953	0.000	0.022	0.008	0.015
112	1984	0.000	0.000	0.000	0.000	0.921	0.000	0.054	0.018	0.006
113	2347	0.000	0.000	0.000	0.377	0.570	0.021	0.024	0.000	0.007
114	2550	0.000	0.000	0.000	0.000	0.907	0.000	0.058	0.018	0.015
115	2047	0.000	0.207	0.150	0.634	0.000	0.008	0.000	0.000	0.000
116	1932	0.000	0.000	0.000	0.973	0.000	0.025	0.000	0.000	0.000
117	2655	0.000	0.000	0.000	0.000	0.985	0.000	0.006	0.007	0.000
118	1994	0.000	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.000
119	2292	0.000	0.000	0.028	0.869	0.000	0.101	0.000	0.000	0.000
120	2109	0.000	0.000	0.000	0.000	0.942	0.000	0.056	0.000	0.000
121	2040	0.000	0.000	0.000	0.000	0.000	0.000	0.907	0.026	0.066
122	2086	0.000	0.000	0.000	0.000	0.945	0.000	0.000	0.000	0.053
123	2460	0.000	0.000	0.000	0.000	0.924	0.000	0.049	0.018	0.008
124	2597	0.000	0.010	0.000	0.943	0.000	0.045	0.000	0.000	0.000
125	2282	0.000	0.007	0.008	0.722	0.000	0.262	0.000	0.000	0.000
126	2511	0.000	0.000	0.008	0.714	0.000	0.277	0.000	0.000	0.000
127	2598	0.000	0.000	0.007	0.807	0.000	0.184	0.000	0.000	0.000
128	2638	0.000	0.000	0.000	0.000	0.972	0.000	0.026	0.000	0.000
129	2390	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
130	2096	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
131	2218	0.000	0.000	0.000	0.000	0.911	0.000	0.040	0.047	0.001
132	1917	0.000	0.000	0.000	0.000	0.937	0.000	0.038	0.022	0.001
133	2353	0.000	0.000	0.000	0.000	0.948	0.000	0.037	0.013	0.000
134	2625	0.000	0.000	0.000	0.000	0.958	0.000	0.029	0.006	0.006
135	2194	0.000	0.000	0.011	0.923	0.000	0.065	0.000	0.000	0.000
136	2289	0.000	0.065	0.199	0.710	0.000	0.024	0.000	0.000	0.000
137	2323	0.000	0.000	0.000	0.000	0.934	0.000	0.046	0.008	0.010
138	2410	0.000	0.000	0.000	0.000	0.902	0.000	0.039	0.046	0.011
139	2631	0.000	0.000	0.000	0.000	0.897	0.000	0.064	0.037	0.000
140	2111	0.000	0.000	0.012	0.763	0.000	0.224	0.000	0.000	0.000
141	2062	0.000	0.000	0.000	0.390	0.000	0.564	0.000	0.045	0.000
142	2059	0.000	0.000	0.000	0.000	0.949	0.000	0.039	0.000	0.011
143	1938	0.000	0.000	0.000	0.000	0.931	0.000	0.039	0.018	0.010
144	2060	0.000	0.000	0.000	0.000	0.000	0.021	0.963	0.014	0.000
145	1939	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
146	2264	0.000	0.000	0.000	0.745	0.000	0.253	0.000	0.000	0.000
