0	2290	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	373.06667	0.06667	0.06667	0.06667
1	2363	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	2.31462	0.06667	370.81871	0.06667	0.06667	0.06667
2	2346	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	373.06667	0.06667	0.06667
3	2025	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	373.06667	0.06667	0.06667
4	2140	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	2.32059	0.06667	0.06667	0.06667	370.81274	0.06667	0.06667	0.06667
5	2428	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	8.06978	0.06667	0.06667	0.06667	365.06355	0.06667	0.06667	0.06667
6	2201	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	2.08113	0.06667	0.06667	0.06667	371.05220	0.06667	0.06667	0.06667
7	2506	0.06667	0.06667	0.06667	0.06667	0.06667	3.12873	0.06667	9.36877	0.06667	0.06692	0.06667	360.70224	0.06667	0.06667	0.06667
8	2425	0.06667	0.06667	0.06667	21.84464	0.06667	0.06667	351.28869	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667
9	2557	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	373.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667
10	2532	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	3.65199	0.06667	0.06667	0.06667	369.48134	0.06667	0.06667	0.06667
11	2073	0.06667	0.06667	0.06667	0.06667	0.06667	2.00136	0.06667	0.06667	0.06667	0.06667	0.06667	371.13198	0.06667	0.06667	0.06667
12	2278	2.53387	2.27147	0.06667	0.06667	0.06667	0.06667	0.06667	2.25624	8.43761	0.06667	0.06667	357.83414	0.06667	0.06667	0.06667
13	2551	4.83049	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	368.30284	0.06667	0.06667	0.06667
14	2077	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	373.06667	0.06667	0.06667	0.06667
15	2369	0.06667	0.06667	0.06667	0.06667	0.06667	1.97187	0.06667	0.06667	0.06667	1.97047	0.06667	369.25766	0.06667	0.06667	0.06667
16	1465	8.72198	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	0.06667	21.40723	0.06667	0.06667	0.06667	0.06667	343.07079	0.06667
