0	1.00000	1.00000
1	1.00000	1.00000
2	31692.83886	7414.07328
3	5.00000	2.00000
4	3.00000	1.00007
5	1360.19350	362.16622
6	1.00000	1.00000
7	181.01572	2.26054
8	124.53445	45.50637
9	400.73346	12.40820
10	1.00000	1.00000
11	139.11732	6.29099
12	8046.11955	1107.76798
13	663.73070	12.09139
14	807.51930	216.35492
15	322.44573	65.48068
16	2781.21257	776.42631
17	2015.76705	2335.45048
18	74.46624	34.84901
19	1714.39883	193.88604
20	475.88621	69.91079
21	1.00000	1.00000
22	1000.17976	121.94167
23	5252.45953	496.11875
24	206.31981	1.29913
25	2504.06141	156.11539
26	1.00000	1.00000
