0	2290	0.03704	0.03704	373.03703	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
1	2363	0.03704	0.03704	368.41380	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	4.66028	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
2	2346	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	361.49925	0.03704	0.03704	0.03704	11.57483	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
3	2025	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	373.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
4	2140	0.03704	0.03704	370.78538	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	2.28870	0.03704	0.03704	0.03704	0.03704
5	2428	0.03704	0.03704	356.88752	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	9.45629	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	6.76731	0.03704	0.03704	0.03704	0.03704
6	2201	0.03704	0.03704	368.98922	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	1.62900	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	2.49289	0.03704	0.03704	0.03704	0.03704
7	2506	0.03704	0.03704	363.72397	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	3.14353	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	6.24361	0.03704	0.03704	0.03704	0.03704
8	2425	0.03704	0.03704	0.03704	0.03704	0.03704	351.39168	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	21.68240	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
9	2557	0.03704	0.03704	0.03704	0.03704	0.03704	373.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
10	2532	0.03704	0.03704	369.45545	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	3.61862	0.03704	0.03704	0.03704	0.03704
11	2073	0.03704	0.03704	367.03597	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	6.03810	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
12	2278	0.03704	0.03704	357.83670	0.03704	0.03704	6.54402	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03712	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	2.22415	0.03704	6.54320	0.03704	0.03704
13	2551	0.03704	0.03704	363.37090	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	4.85925	0.03704	0.03704	0.03704	4.88096	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
14	2077	0.03704	0.03704	373.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
15	2369	0.03704	0.03704	367.17645	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	5.89762	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704	0.03704
