0	2290	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	372.92946	0.04762	0.04762	0.04762	0.16578
1	2363	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	373.00441	0.04762	0.04762	0.04762	0.09082
2	2346	373.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
3	2025	373.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
4	2140	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	2.28447	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	370.48804	0.04762	0.04762	0.04762	0.37035
5	2428	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	1.81925	0.04762	0.04762	0.04762	9.10851	0.04762	0.04762	0.04762	0.04762	361.08389	0.04762	0.04762	0.04762	1.17883
6	2201	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	2.04548	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	370.74420	0.04762	0.04762	0.04762	0.35318
7	2506	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	6.26277	0.04762	0.04762	0.04762	0.04762	366.43331	0.04762	0.04762	0.04762	0.44678
8	2425	0.04762	0.04762	0.04762	0.04762	21.79099	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	351.30425	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
9	2557	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	373.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
10	2532	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	3.62699	0.04762	0.04762	0.04762	0.04762	368.92041	0.04762	0.04762	0.04762	0.59546
11	2073	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	369.02706	0.04762	0.04762	1.98100	2.13479
12	2278	0.04762	6.99405	0.04762	0.04762	0.04762	0.04762	0.04762	2.21987	0.04762	0.04762	0.04762	0.04762	3.97432	0.04762	0.04762	0.04762	359.84379	0.04762	0.04762	0.04762	0.20607
13	2551	0.04762	4.81091	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	368.26435	0.04762	0.04762	0.04762	0.06760
14	2077	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	372.95590	0.04762	0.04762	0.04762	0.13934
15	2369	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	372.71691	0.04762	0.04762	0.04762	0.37833
16	1465	0.04762	20.21014	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	3.06865	0.04762	0.04762	0.04762	0.04762	323.25355	0.04762	0.04762	0.04762	26.65813	0.04762	0.04762
17	2592	0.04762	16.44421	0.04762	24.44386	0.04762	0.04762	0.04762	0.04762	0.04762	21.51910	0.04762	0.04762	0.04762	0.04762	272.84480	0.04762	0.04762	0.04762	37.98613	0.04762	0.04762
18	2046	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	372.97157	0.04762	0.04762	0.04762	0.12366
19	1941	0.04762	1.99705	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	14.38349	0.04762	0.04762	0.04762	0.04762	150.87110	0.04762	186.66506	0.04762	19.32141	0.04762	0.04762
20	2518	0.04762	0.04762	0.04762	42.11172	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	28.38378	14.25960	0.04762	288.43539	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
21	2132	0.04762	0.04762	0.04762	127.00063	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	246.09461	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
22	2650	0.04762	0.04762	0.04762	0.04762	373.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
23	2207	0.04762	0.04762	0.04762	0.04762	373.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
24	2553	0.04762	0.04762	0.04762	0.04762	2.22935	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	367.89892	0.04762	0.04762	0.04762	3.01458
25	2078	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.51086	0.04762	0.04762	0.04762	3.40477	0.04762	0.04762	0.04762	0.04762	367.22385	0.04762	0.04762	0.04762	2.05100
26	2203	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	11.58667	0.04762	0.04762	0.04762	0.04762	341.60761	19.48273	0.04762	0.04762	0.51346	0.04762	0.04762
27	2143	59.36197	3.85206	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	282.72017	0.04762	0.04762	0.04762	27.25628	0.04762	0.04762
28	2224	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	25.09704	0.04762	0.04762	0.04762	0.04762	338.83459	0.04762	0.04762	0.04762	9.21124	0.04762	0.04762
29	2510	0.04762	0.04762	0.04762	0.04762	2.79608	0.04762	0.04762	0.04762	0.04762	36.05769	0.04762	0.04762	0.04762	0.04762	317.05508	0.04762	0.04762	0.04762	17.28163	0.04762	0.04762
30	2240	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	5.99140	0.04762	0.04762	0.04762	0.04762	365.31646	0.04762	0.04762	0.04762	1.83501
31	2563	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	373.01029	0.04762	0.04762	0.04762	0.08495
32	2122	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	372.89516	0.04762	0.04762	0.04762	0.20008
33	2118	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	2.05636	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	370.99737	0.04762	0.04762	0.04762	0.08913
34	1944	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	373.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762
35	2117	0.04762	2.91859	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	16.71988	0.04762	0.04762	54.90479	13.61079	249.26964	0.04762	0.04762	0.04762	35.86202	0.04762	0.04762
36	2611	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.05877	0.04762	0.04762	0.04762	22.90086	0.04762	0.04762	0.04762	0.04762	346.97918	0.04762	0.04762	1.86790	1.43139
37	2184	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	6.28154	0.04762	0.04762	0.04762	0.04762	366.64097	0.04762	0.04762	0.04762	0.22035
38	2354	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	373.00731	0.04762	0.04762	0.04762	0.08792
39	2169	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	0.04762	365.79743	0.04762	0.04762	0.04762	7.29781	0.04762	0.04762
