0	2290	0.03571	0.03571	0.03585	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	2.07874	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	370.99256
1	2363	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	2.28350	0.03571	0.03571	0.03571	0.03571	370.78793
2	2346	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	373.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
3	2025	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	373.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
4	2140	0.03571	2.28500	0.03591	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	2.27601	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	368.54594
5	2428	0.03571	8.01419	2.01523	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	363.07772
6	2201	0.03571	2.44351	1.94848	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	1.72575	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	367.02511
7	2506	0.03571	6.55207	3.22782	0.03654	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	2.69176	0.03571	0.03571	0.03571	0.03571	0.03571	3.14317	0.03571	357.56293
8	2425	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	10.98869	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	362.08274	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
9	2557	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	38.26094	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	334.81049	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
10	2532	0.03571	3.61307	0.03596	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	3.59901	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	365.89481
11	2073	0.03571	0.03571	1.83999	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	2.10577	0.03571	369.16139
12	2278	0.03571	2.55261	2.18811	0.03571	0.03571	8.42265	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	2.49688	0.03571	0.03571	0.03571	1.80291	0.03571	0.03571	0.03571	0.03571	0.03571	2.30738	0.03571	353.47946
13	2551	4.79809	0.03571	0.03577	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	368.27328
14	2077	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	373.03571
15	2369	0.03571	0.03571	4.66781	0.03571	1.93932	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	1.13258	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	365.40314
16	1465	20.04971	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	8.05902	0.03571	0.03571	14.30329	0.03571	0.03571	0.03571	0.03571	0.03571	324.57736	6.18919	0.03571	0.03571
17	2592	22.60017	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	19.49185	0.03571	9.20102	0.03571	0.03571	0.03571	15.97185	0.03571	0.03571	305.91369	0.03571	0.03571	0.03571
18	2046	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	373.03571
