0	769.75406	30.10605
1	1122.19724	310.88366
2	212.81119	2.14213
3	2.80341	1.00004
4	28.95664	1.01813
5	193.58763	11.17596
6	5.10801	1.00905
7	1.00000	1.00000
8	331.39247	63.82168
9	248.64301	6.27933
10	68.46500	19.14828
11	1.00000	1.00000
12	3030.03101	1011.46154
13	407.13186	27.19322
14	1.00000	1.00000
15	570.39443	139.28973
16	2019.26051	2351.35675
17	1380.31498	141.76540
18	140.37149	1.41719
19	172.79444	1.16334
20	1662.81404	668.41410
21	2430.03718	179.98639
22	29.87301	1.04578
23	1.00000	1.00000
24	12944.33048	2548.21260
25	125.60324	2.42862
26	15.00222	1.79956
27	31862.32246	7586.51915
