0	3740.51741	287.85340
1	761.57454	24.93058
2	137.55998	73.13650
3	233.65533	53.49445
4	447.32795	18.57751
5	341.06753	-3.78699
6	11218.09808	2059.33093
7	1.00000	1.00000
8	122.16819	2.41749
9	84.20960	0.92764
10	1849.27752	646.46415
11	2070.14193	2829.77642
12	5.00000	1.00845
13	3083.98911	946.97093
14	1.00000	1.00000
15	32284.37815	8919.22878
16	1.00000	1.00000
17	992.62920	110.31165
18	10.84384	1.00665
19	2054.33463	315.79029
20	3.00000	1.00000
21	15.36433	2.72526
22	314.86269	69.10422
23	1.00000	1.00000
