0	2290	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	373.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
1	2363	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	370.79445	0.04167	0.04167	2.28888	0.04167	0.04167	0.04167	0.04167	0.04167
2	2346	0.04167	0.04167	0.04167	11.06914	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	362.01419	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
3	2025	0.04167	0.04167	0.04167	373.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
4	2140	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	370.78900	0.04167	2.29433	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
5	2428	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	365.04443	0.04167	8.03890	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
6	2201	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	371.02821	0.04167	2.05512	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
7	2506	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	3.10527	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	363.77016	0.04167	6.24957	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
8	2425	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	362.29095	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	10.79238	0.04167
9	2557	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	373.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
10	2532	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	369.45834	0.04167	3.62499	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
11	2073	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	1.97732	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	371.10601	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
12	2278	0.04167	0.04167	0.04167	0.04167	1.05608	0.04167	8.63687	0.04167	0.04167	0.04167	3.52885	0.04167	0.04167	0.04167	0.04167	357.75678	0.04167	2.22975	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
13	2551	0.04167	0.04167	0.04167	0.04167	4.80248	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	368.28086	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
14	2077	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	373.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
15	2369	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	1.94777	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	371.13556	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
16	1465	24.73009	0.04167	0.04167	0.04167	12.09893	0.04167	336.29598	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
17	2592	24.26147	5.25306	0.04167	0.04167	21.12190	3.20283	287.83337	0.04167	0.04167	3.08259	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	28.53646	0.04167	0.04167	0.04167	0.04167
18	2046	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	373.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
19	1941	0.04167	7.69473	0.04167	0.04167	9.76515	1.80844	172.80606	0.04167	0.04167	1.73884	0.04167	0.04167	0.04167	0.04167	0.04167	179.43678	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167
20	2518	137.77589	0.04167	0.04167	0.04167	0.04167	0.04167	128.56769	0.04167	0.04167	0.04167	24.89852	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	20.80458	0.04167	61.16165	0.04167	0.04167	0.04167	0.04167
21	2132	198.65479	0.04167	0.04167	0.04167	0.04167	4.23354	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	170.23667	0.04167	0.04167	0.04167	0.04167
22	2650	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	373.04167	0.04167
23	2207	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	48.35934	0.04167	0.04167	0.04167	0.04167	324.72399	0.04167
24	2553	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	370.86006	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	2.22328	0.04167
