0	2290	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
1	2363	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
2	2346	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500
3	2025	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500
4	2140	0.12500	0.12500	0.12500	0.12500	370.87360	0.12500	0.12500	2.37640
5	2428	0.12500	0.12526	0.12500	0.12500	365.13410	0.12502	0.12500	8.11561
6	2201	0.12500	0.12500	0.12500	0.12500	371.11280	0.12500	0.12500	2.13720
7	2506	0.12500	0.12502	0.12500	0.12500	363.84271	0.12500	0.12500	9.40727
8	2425	0.12500	119.40829	0.12500	253.84067	0.12512	0.12591	0.12500	0.12501
9	2557	0.12500	0.12537	0.12500	112.93498	0.12500	260.31465	0.12500	0.12500
10	2532	0.12500	0.12501	0.12500	0.12500	369.54645	0.12500	0.12500	3.70353
11	2073	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
12	2278	0.12500	9.85912	0.12500	0.12500	361.20413	0.12504	0.12500	2.31170
13	2551	0.12500	4.95304	0.12500	0.12500	368.29690	0.12506	0.12500	0.12500
14	2077	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
15	2369	0.12500	0.12501	0.12500	0.12500	371.20651	0.12500	0.12500	2.04348
16	1465	0.12500	360.89574	0.12500	0.12500	0.12525	12.35399	0.12500	0.12501
17	2592	0.12500	334.03177	0.12500	0.12500	0.12575	39.21747	0.12500	0.12500
18	2046	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
19	1941	0.12500	186.04009	0.12501	0.12501	180.69405	6.64084	0.12500	0.12501
20	2518	0.12500	0.12576	0.12500	0.12501	0.13307	348.45795	0.12500	24.78321
21	2132	0.12500	0.12559	0.12500	0.12500	0.13324	365.01069	8.23048	0.12500
22	2650	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500
23	2207	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500
24	2553	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
25	2078	0.12500	0.12501	0.12500	0.12500	369.40779	0.12500	0.12500	3.84219
26	2203	0.12500	318.01605	4.16667	0.12500	0.12500	51.19227	0.12500	0.12500
27	2143	0.12500	295.28217	60.32021	0.12500	0.12503	17.77259	0.12500	0.12500
28	2224	0.12500	351.26882	0.12500	0.12500	0.12502	21.98115	0.12500	0.12500
29	2510	0.12500	342.56804	0.12500	0.12501	0.12502	30.68193	0.12500	0.12500
30	2240	0.12500	0.12538	0.12500	0.12500	367.46992	0.12503	0.12500	5.77967
31	2563	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
32	2122	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
33	2118	0.12500	0.12500	0.12500	0.12500	371.09820	0.12500	0.12500	2.15179
34	1944	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500
35	2117	0.12500	285.92801	0.12500	29.82726	0.12501	57.61971	0.12500	0.12500
36	2611	0.12500	0.12517	0.12500	0.12500	349.85003	0.12530	0.12500	23.39950
37	2184	0.12500	0.12521	0.12500	0.12500	364.83510	0.12500	0.12500	8.41470
38	2354	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
39	2169	0.12500	322.20404	0.12500	0.12500	0.12501	51.04594	0.12500	0.12500
40	2283	0.12500	301.07235	0.12500	12.16416	0.12502	60.13846	0.12500	0.12500
41	2620	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500
42	1998	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500
43	2654	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
44	2646	0.12500	0.12559	0.12500	0.12500	367.40757	0.12507	0.12533	5.84143
45	2228	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500
46	2082	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500
47	1979	0.12500	0.12500	0.12500	0.12500	370.95042	0.12500	0.12500	2.29958
48	2484	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
49	2257	0.12500	0.12500	0.12500	0.12500	370.66139	0.12500	0.12500	2.58860
50	2005	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
51	2560	0.12500	14.02729	0.12500	0.12501	359.22263	0.12504	0.12501	0.12502
52	1962	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
53	2206	0.12500	0.12500	0.12500	0.12500	369.49617	0.12500	0.12500	3.75382
54	2520	0.12500	0.12548	0.12500	0.12500	366.23446	0.12517	0.12500	7.01488
55	2104	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
56	2602	0.12500	0.12501	0.12500	0.12500	361.53972	0.12560	0.12500	11.70968
57	2521	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
58	2233	0.12500	15.72392	1.95234	0.12501	352.89740	2.92633	0.12500	0.12500
59	2200	0.12500	0.12500	0.12500	0.12500	368.74450	0.12500	0.12500	4.50550
60	2294	0.12500	162.89694	0.12500	0.12500	0.12500	210.35305	0.12500	0.12500
61	1981	0.12500	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500
62	2187	0.12500	360.45567	0.12500	0.12500	0.12501	12.79432	0.12500	0.12500
63	1916	0.12500	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500
64	1945	0.12500	337.15503	0.12500	0.12500	0.12501	36.09495	0.12500	0.12500
65	1959	0.12500	286.30342	0.12500	0.12500	3.77075	83.30081	0.12500	0.12500
66	1971	0.12500	0.12501	0.12500	0.12500	372.92559	0.12500	0.12500	0.32440
67	2436	0.12500	357.21971	0.12500	0.12500	0.12501	16.03027	0.12500	0.12500
68	2042	0.12500	363.52992	0.12500	0.12500	0.12501	9.72007	0.12500	0.12500
69	2084	0.12500	0.12513	0.12500	0.12501	344.02479	0.12533	0.12500	29.22473
70	2624	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
71	2364	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500
72	1991	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500
73	2110	0.12500	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500
74	2029	0.12500	0.12525	0.12500	74.03004	0.12501	299.21966	0.12502	0.12503
75	2607	0.12500	0.12501	0.12500	0.12500	371.17344	0.12500	0.12500	2.07655
76	2649	0.12500	346.02857	0.12500	0.12500	0.12501	27.22141	0.12500	0.12500
77	2087	0.12500	348.11497	0.12500	0.12500	0.12502	25.13500	0.12500	0.12500
78	2188	0.12500	0.12500	0.12500	0.12500	369.21476	0.12500	0.12500	4.03524
79	2477	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
80	2386	0.12500	0.12500	0.12500	0.12500	370.40242	0.12500	0.12500	2.84758
81	2543	0.12500	159.50764	0.12500	0.12500	204.41937	9.44798	0.12500	0.12500
82	2604	0.12500	0.12560	0.12500	0.12500	369.30311	0.12505	0.12500	3.94624
83	2561	0.12500	0.12501	0.12500	0.12500	365.71800	0.12500	0.12500	7.53198
84	2433	0.12500	0.12510	0.12500	2.67893	370.57096	0.12500	0.12500	0.12500
85	2496	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500
86	2153	0.12500	349.89608	0.12500	0.12500	0.12507	23.35384	0.12500	0.12500
87	2536	0.12500	13.32805	0.12500	0.12500	353.57015	0.26346	0.12500	6.33833
88	2482	0.12500	0.12500	0.12500	0.12500	370.72734	0.12500	0.12500	2.52266
89	2512	0.12500	268.61195	0.12501	0.12501	0.12922	64.93611	0.12500	39.82270
90	2010	0.12500	319.35605	0.12500	0.12500	0.12501	53.89394	0.12500	0.12500
91	2103	0.12500	0.12500	0.12500	0.12500	369.00549	0.12500	0.12500	4.24450
92	2253	0.12500	0.12500	0.12500	0.12500	370.71641	0.12500	0.12500	2.53359
93	2500	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
94	2063	0.12500	0.12572	0.12500	0.12500	367.70054	0.12510	0.12500	5.54864
95	2509	0.12500	225.06249	0.12500	0.12500	0.12516	148.18734	0.12500	0.12500
96	2399	0.12500	219.58343	0.12500	0.12500	0.12501	153.66655	0.12500	0.12500
97	2150	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
98	2030	0.12500	0.12500	0.12500	0.12500	371.10489	0.12500	0.12500	2.14511
99	2374	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
100	1986	0.12500	0.12501	0.12500	0.12500	365.62379	0.12500	0.12500	7.62620
101	2630	0.12500	0.12500	0.12500	0.12500	370.93918	0.12500	0.12500	2.31082
102	2376	0.12500	0.12510	0.12500	2.23145	364.63027	0.12500	0.12500	6.51318
103	2326	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
104	2172	0.12500	0.12500	0.12500	0.12500	371.15913	0.12500	0.12500	2.09087
105	2133	0.12500	267.88747	0.12500	49.46684	0.12505	56.02063	0.12500	0.12500
106	2296	0.12500	0.12658	0.12500	360.56214	0.12501	0.12562	0.12500	12.68564
107	2626	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500
108	2097	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500	0.12500	0.12500
109	2093	0.12500	2.26897	0.12500	0.12500	370.98102	0.12500	0.12500	0.12500
110	2391	0.12500	0.12501	0.12500	0.12500	306.05614	0.12500	0.12500	67.19385
111	2275	0.12500	0.12500	0.12500	0.12500	373.12500	0.12500	0.12500	0.12500
112	1984	0.12501	0.12505	0.12500	0.12500	366.71351	0.12500	0.12500	6.53643
113	2347	0.12500	137.93791	0.12500	0.12500	228.62489	6.81214	0.12500	0.12505
114	2550	0.12500	5.09816	0.12500	0.12500	368.15181	0.12500	0.12500	0.12503
115	2047	0.12500	259.33087	0.12500	96.50556	0.12503	17.53853	0.12500	0.12500
116	1932	0.12500	363.10984	0.12500	0.12500	0.12501	10.14014	0.12500	0.12500
