0	2290	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
1	2363	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
2	2346	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.000
3	2025	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.000
4	2140	0.000	0.000	0.000	0.000	0.992	0.000	0.000	0.006
5	2428	0.000	0.000	0.000	0.000	0.976	0.000	0.000	0.022
6	2201	0.000	0.000	0.000	0.000	0.992	0.000	0.000	0.006
7	2506	0.000	0.000	0.000	0.000	0.973	0.000	0.000	0.025
8	2425	0.000	0.319	0.000	0.679	0.000	0.000	0.000	0.000
9	2557	0.000	0.000	0.000	0.302	0.000	0.696	0.000	0.000
10	2532	0.000	0.000	0.000	0.000	0.988	0.000	0.000	0.010
11	2073	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
12	2278	0.000	0.026	0.000	0.000	0.966	0.000	0.000	0.006
13	2551	0.000	0.013	0.000	0.000	0.985	0.000	0.000	0.000
14	2077	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
15	2369	0.000	0.000	0.000	0.000	0.993	0.000	0.000	0.005
16	1465	0.000	0.965	0.000	0.000	0.000	0.033	0.000	0.000
17	2592	0.000	0.893	0.000	0.000	0.000	0.105	0.000	0.000
18	2046	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
19	1941	0.000	0.497	0.000	0.000	0.483	0.018	0.000	0.000
20	2518	0.000	0.000	0.000	0.000	0.000	0.932	0.000	0.066
21	2132	0.000	0.000	0.000	0.000	0.000	0.976	0.022	0.000
22	2650	0.000	0.998	0.000	0.000	0.000	0.000	0.000	0.000
23	2207	0.000	0.998	0.000	0.000	0.000	0.000	0.000	0.000
24	2553	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
25	2078	0.000	0.000	0.000	0.000	0.988	0.000	0.000	0.010
26	2203	0.000	0.850	0.011	0.000	0.000	0.137	0.000	0.000
27	2143	0.000	0.790	0.161	0.000	0.000	0.048	0.000	0.000
28	2224	0.000	0.939	0.000	0.000	0.000	0.059	0.000	0.000
29	2510	0.000	0.916	0.000	0.000	0.000	0.082	0.000	0.000
30	2240	0.000	0.000	0.000	0.000	0.983	0.000	0.000	0.015
31	2563	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
32	2122	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
33	2118	0.000	0.000	0.000	0.000	0.992	0.000	0.000	0.006
34	1944	0.000	0.000	0.000	0.998	0.000	0.000	0.000	0.000
35	2117	0.000	0.765	0.000	0.080	0.000	0.154	0.000	0.000
36	2611	0.000	0.000	0.000	0.000	0.935	0.000	0.000	0.063
37	2184	0.000	0.000	0.000	0.000	0.975	0.000	0.000	0.022
38	2354	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
39	2169	0.000	0.862	0.000	0.000	0.000	0.136	0.000	0.000
40	2283	0.000	0.805	0.000	0.033	0.000	0.161	0.000	0.000
41	2620	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.000
42	1998	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.000
43	2654	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
44	2646	0.000	0.000	0.000	0.000	0.982	0.000	0.000	0.016
45	2228	0.000	0.000	0.000	0.998	0.000	0.000	0.000	0.000
46	2082	0.000	0.000	0.000	0.998	0.000	0.000	0.000	0.000
47	1979	0.000	0.000	0.000	0.000	0.992	0.000	0.000	0.006
48	2484	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
49	2257	0.000	0.000	0.000	0.000	0.991	0.000	0.000	0.007
50	2005	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
51	2560	0.000	0.038	0.000	0.000	0.960	0.000	0.000	0.000
52	1962	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
53	2206	0.000	0.000	0.000	0.000	0.988	0.000	0.000	0.010
54	2520	0.000	0.000	0.000	0.000	0.979	0.000	0.000	0.019
55	2104	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
56	2602	0.000	0.000	0.000	0.000	0.967	0.000	0.000	0.031
57	2521	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000
58	2233	0.000	0.042	0.005	0.000	0.944	0.008	0.000	0.000
59	2200	0.000	0.000	0.000	0.000	0.986	0.000	0.000	0.012
60	2294	0.000	0.436	0.000	0.000	0.000	0.562	0.000	0.000
61	1981	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000
62	2187	0.000	0.964	0.000	0.000	0.000	0.034	0.000	0.000
63	1916	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000
64	1945	0.000	0.901	0.000	0.000	0.000	0.097	0.000	0.000
65	1959	0.000	0.766	0.000	0.000	0.010	0.223	0.000	0.000
66	1971	0.000	0.000	0.000	0.000	0.997	0.000	0.000	0.001
