0	2290	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
1	2363	0.04545	0.04545	0.04545	0.04545	370.77528	0.04545	0.04545	2.31563	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
2	2346	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
3	2025	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
4	2140	0.04545	0.04545	0.04545	0.04545	370.78719	0.04545	0.04545	2.30372	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
5	2428	0.04545	0.04545	0.04545	0.04545	361.04059	0.04545	0.04545	12.05032	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
6	2201	0.04545	0.04545	0.04545	0.04545	369.00985	0.04545	0.04545	4.08105	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
7	2506	3.11066	0.04545	6.52268	0.04545	360.75372	0.04545	0.04545	2.79476	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
8	2425	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
9	2557	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
10	2532	0.04545	0.04545	0.04545	0.04545	369.45053	0.04545	0.04545	3.64038	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
11	2073	0.04545	0.04545	0.04545	0.04545	367.16832	0.04545	0.04545	5.92259	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
12	2278	8.52762	0.04545	0.04545	0.04545	357.81852	0.04545	0.04545	2.23938	0.04545	0.04545	0.04545	0.04545	4.59630	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
13	2551	4.80958	0.04545	0.04545	0.04545	365.90364	0.04545	0.04545	0.04545	0.04545	0.04545	2.42314	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
14	2077	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
15	2369	0.04545	0.04545	0.04545	0.04545	369.19220	0.04545	0.04545	3.89871	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
16	1465	4.64669	0.04545	0.04545	0.04545	0.04545	0.04545	19.15667	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	349.33300	0.04545	0.04545	0.04545	0.04545
17	2592	3.12210	39.18996	0.04545	3.11031	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	3.62677	0.04545	0.04545	0.04545	324.17813	0.04545	0.04545	0.04545	0.04545
18	2046	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
19	1941	1.76148	0.04545	0.04545	1.90968	177.87984	0.04545	3.35522	0.04545	0.04545	0.04545	1.74282	0.04545	0.04545	8.67674	0.04545	0.04545	0.04545	177.99239	0.04545	0.04545	0.04545	0.04545
20	2518	0.04545	209.85485	0.04545	0.04545	0.04545	0.04545	113.37051	19.28183	0.04545	0.04545	0.04545	0.04545	30.67463	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
21	2132	9.27058	249.76570	0.04545	0.04545	0.04545	0.04545	9.26608	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	104.87946	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
22	2650	0.04545	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
23	2207	0.04545	0.04545	0.04545	0.04545	0.04545	373.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
24	2553	0.04545	0.04545	0.04545	0.04545	368.68164	2.22774	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	2.22698	0.04545	0.04545
25	2078	1.88654	0.04545	0.04545	0.04545	363.75539	0.04545	0.04545	7.49443	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545
26	2203	0.04545	0.04545	0.04545	34.67811	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	11.74799	0.04545	326.71026	0.04545	0.04545	0.04545	0.04545
27	2143	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	0.04545	63.51546	0.04545	0.04545	0.04545	0.04545	0.04545	11.87183	0.04545	297.74907	0.04545	0.04545	0.04545	0.04545
