0	345.20384	19.90577
1	1.00000	1.00000
2	1.00000	1.00000
3	444.79519	15.88142
4	1.00000	1.00000
5	1878.33689	2137.65557
6	1.00000	1.00000
7	381.85343	79.44159
8	106.06065	10.08572
9	173.63300	10.44090
10	13148.33363	2713.60302
11	368.73974	6.93034
12	9.07248	1.00223
13	1715.89479	77.61493
14	123.15622	1.58980
15	3.00000	1.02083
16	1.00000	1.00000
17	86.27141	2.41906
18	1411.74996	379.82155
19	15.19698	3.70995
20	1.00000	1.00000
21	145.49929	1.82026
22	1870.48215	174.45166
23	464.15032	253.51243
24	1.00000	1.00000
25	1.00000	1.00000
26	1.00000	1.00000
27	303.56888	4.40861
28	123.08466	1.72159
29	1.01103	1.00000
30	25.00000	6.47321
31	208.13859	5.40356
32	1.00000	1.00000
33	1.00000	1.00000
34	137.60007	3.44626
35	533.73204	5.15017
36	1.00000	1.00000
37	1.00000	1.00000
38	3148.94822	1260.68838
39	17.00026	1.86336
40	673.18659	54.11369
41	3.00000	1.00003
42	1.00000	1.00000
43	31914.29968	7212.93325
44	1.00000	1.00000
