0	2290	0.04000	0.04000	0.04000	0.04000	21.44305	0.04000	0.04000	0.04000	0.04000	0.04000	2.09258	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	349.58437
1	2363	0.04000	0.04000	0.04000	0.04000	21.33888	0.04000	0.04000	0.04000	0.04000	0.04000	2.30424	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	349.47688
2	2346	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	373.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000
3	2025	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	373.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000
4	2140	0.04000	0.04000	0.04000	0.04000	6.98598	4.67722	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	361.45679
5	2428	0.04000	2.01524	0.04000	0.04000	23.81206	19.30153	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	328.03117
6	2201	0.04000	0.04000	0.04000	0.04000	11.54874	7.14518	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	354.42608
7	2506	0.04000	0.04000	0.04000	0.04000	0.04000	15.31801	0.04000	0.04000	0.04000	3.15856	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	3.46243	0.04000	0.04000	0.04000	351.22100
8	2425	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	10.80372	0.04000	0.04000	0.04000	0.04000	0.04000	293.08083	69.23545	0.04000	0.04000	0.04000	0.04000	0.04000
9	2557	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	352.67169	20.40831	0.04000	0.04000	0.04000	0.04000	0.04000
10	2532	3.61143	0.04000	0.04000	0.04000	0.04000	3.66537	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	365.84320
11	2073	1.84341	0.04000	0.04000	0.04000	24.34467	0.04000	0.04000	0.04000	0.04000	2.34029	2.09364	0.04000	0.04000	0.04000	0.04000	0.04000	1.97425	0.04000	0.04000	0.04000	1.71863	0.04000	0.04000	0.04000	338.96510
12	2278	6.51333	0.04000	0.04000	0.04000	0.04000	6.10089	0.04000	0.04000	0.04000	13.66644	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	4.46212	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	342.45722
13	2551	0.04000	0.04000	0.04000	0.04000	22.49634	0.04000	0.04000	0.04000	0.04000	4.82908	2.43160	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	343.40299
14	2077	3.06657	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	6.06626	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	363.98717
15	2369	7.91957	0.04000	0.04000	0.04000	21.70414	0.04000	0.04000	0.04000	0.04000	2.22538	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	1.74659	0.04000	0.04000	0.04000	339.60432
16	1465	0.04000	0.04000	0.04000	299.07614	0.04000	0.04000	0.04000	53.16815	0.04000	13.11777	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	7.79794	0.04000
17	2592	0.04000	0.04000	19.25675	240.92912	0.04000	0.04000	0.04000	55.25795	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	3.60334	0.04000	0.04000	0.04000	54.15284	0.04000
18	2046	0.04000	0.04000	0.04000	0.04000	12.93363	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	360.14637
19	1941	0.04000	0.04000	7.62936	134.86504	173.92149	0.04000	0.04000	40.89301	0.04000	6.90582	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	9.02529	0.04000	0.04000	0.04000	0.04000	0.04000
20	2518	0.04000	0.04000	0.04000	0.04000	0.04000	26.91983	0.04000	8.85337	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	134.00605	0.04000	0.04000	48.53429	0.04000	0.04000	0.04000	0.04000	154.88645	0.04000
21	2132	0.04000	0.04000	0.04000	195.32529	0.04000	0.04000	0.04000	0.04000	0.04000	8.62781	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	0.04000	169.16689	0.04000
