0.642311	-1.45432	1	0	
-0.767599	-0.0766919	0	0	
-0.848248	-0.423304	0	1	
0.0719936	0.246182	1	0	
1.64423	0.264999	0	1	
0.740357	0.573041	1	0	
-2.28095	1.13522	1	1	
2.21185	-0.52251	1	0	
-2.18049	-2.34098	1	0	
-0.846651	0.796624	0	0	
0.165668	-0.048602	1	1	
-1.72367	-0.19764	1	1	
0.364619	0.136546	1	1	
0.123098	1.14161	0	1	
0.848703	1.43169	1	1	
1.52667	-0.0957667	0	1	
-0.992221	-0.053651	1	0	
-0.170748	-0.3037	0	1	
0.386842	-0.473265	1	0	
0.422328	-0.0127895	1	0	
0.531541	1.08807	0	0	
0.14645	-0.148386	1	1	
1.16414	0.264698	1	1	
-0.163518	-0.275933	0	1	
-0.919588	-0.255813	0	0	
0.818411	1.04344	1	1	
-0.543591	-0.555247	0	0	
0.881225	-0.691699	0	0	
1.19551	1.73042	0	1	
0.377944	-0.140159	0	0	
-0.883328	1.56843	0	0	
-0.811526	2.48386	1	1	
0.703146	-1.00464	0	1	
-0.721452	-0.547763	1	1	
2.43633	-0.789318	1	0	
0.356853	1.14231	1	0	
-0.550468	-1.63328	1	1	
0.780941	-1.20835	0	0	
-0.291323	0.108888	1	0	
0.955264	-0.0459705	0	1	
-0.471546	0.171791	1	1	
-0.778423	-0.752042	0	1	
1.16699	-1.13219	0	1	
0.561458	0.324544	1	0	
1.28205	0.128463	1	0	
0.375356	-0.0184796	1	0	
0.125378	-0.386737	1	0	
-1.29106	0.0363277	1	0	
0.21079	-0.998452	0	0	
0.7749	-0.371934	1	1	
0.351428	0.663802	0	1	
0.34974	-0.889032	1	1	
-0.412775	-1.2063	0	0	
-0.750599	0.683783	0	0	
-0.89267	-0.98603	1	1	
-0.579702	0.743546	1	0	
0.308436	-1.23824	1	0	
0.531768	1.12565	0	1	
-0.996493	0.482257	0	0	
0.116589	1.03552	1	1	
1.82895	-1.03667	1	0	
0.396414	0.143124	1	1	
1.62528	1.90051	0	0	
-0.0885753	0.394444	0	1	
-1.03693	-0.717743	0	1	
2.2018	-0.541167	0	1	
-0.293042	-0.577007	0	1	
0.16743	0.650385	0	0	
-1.14829	0.964216	1	0	
0.18344	1.14192	0	1	
-0.941638	0.152336	0	0	
-1.08422	-0.0884952	1	0	
-0.441184	0.775353	1	1	
0.376102	-0.0155177	0	1	
-0.00723537	0.300049	1	1	
-0.6123	0.0868089	0	1	
-0.661911	0.458927	1	1	
2.20844	-0.697585	1	1	
0.302841	2.56758	0	0	
-0.0295621	-0.854918	1	1	
-0.860534	-1.10056	0	1	
-0.724381	-0.430945	1	0	
-1.28909	-0.293427	1	1	
-0.79108	0.954918	0	0	
1.40103	-0.55306	0	0	
-1.35894	-2.18823	1	1	
-0.524695	0.665457	1	1	
-0.496765	0.793674	0	1	
-0.183759	0.989329	1	0	
-0.799914	0.279651	1	0	
0.690228	1.55675	1	1	
0.0671075	0.272034	1	0	
0.0787706	0.00107393	1	1	
-1.83731	-1.66281	0	0	
0.461575	1.175	0	0	
-1.5936	-0.942777	1	0	
1.29631	-0.0899263	0	0	
-1.7762	-0.100093	0	1	
0.255835	-0.190498	0	1	
0.710777	0.467652	0	0	
